uniprot_id,Reviewed,Gene Names,Organism,Length,pathogen,disease_name
P0ABN5,reviewed,dcuA genA b4138 JW5735,Escherichia coli (strain K12),433,escherichia_coli,Pathogenic Escherichia coli infection
P0ABN9,reviewed,dcuB genF b4123 JW4084,Escherichia coli (strain K12),446,escherichia_coli,Pathogenic Escherichia coli infection
P0ABP3,reviewed,dcuC b0621 JW0613/JW0616,Escherichia coli (strain K12),461,escherichia_coli,Pathogenic Escherichia coli infection
P0ABP8,reviewed,deoD pup b4384 JW4347,Escherichia coli (strain K12),239,escherichia_coli,Pathogenic Escherichia coli infection
P0ABQ0,reviewed,coaBC dfp b3639 JW5642,Escherichia coli (strain K12),406,escherichia_coli,Pathogenic Escherichia coli infection
P0ABQ4,reviewed,folA tmrA b0048 JW0047,Escherichia coli (strain K12),159,escherichia_coli,Pathogenic Escherichia coli infection
P0ABR9,reviewed,mhpB b0348 JW0339,Escherichia coli (strain K12),314,escherichia_coli,Pathogenic Escherichia coli infection
P0ABS1,reviewed,dksA b0145 JW0141,Escherichia coli (strain K12),151,escherichia_coli,Pathogenic Escherichia coli infection
P0ABS5,reviewed,dnaG dnaP parB b3066 JW3038,Escherichia coli (strain K12),581,escherichia_coli,Pathogenic Escherichia coli infection
P0ABS8,reviewed,holE b1842 JW1831,Escherichia coli (strain K12),76,escherichia_coli,Pathogenic Escherichia coli infection
P0ABT2,reviewed,dps pexB vtm b0812 JW0797,Escherichia coli (strain K12),167,escherichia_coli,Pathogenic Escherichia coli infection
P0ABU0,reviewed,menB b2262 JW2257,Escherichia coli (strain K12),285,escherichia_coli,Pathogenic Escherichia coli infection
P0ABU2,reviewed,ychF engD gtp1 b1203 JW1194,Escherichia coli (strain K12),363,escherichia_coli,Pathogenic Escherichia coli infection
P0ABU7,reviewed,exbB b3006 JW2974,Escherichia coli (strain K12),244,escherichia_coli,Pathogenic Escherichia coli infection
P0ABU9,reviewed,tolQ fii b0737 JW0727,Escherichia coli (strain K12),230,escherichia_coli,Pathogenic Escherichia coli infection
P0ABV2,reviewed,exbD b3005 JW2973,Escherichia coli (strain K12),141,escherichia_coli,Pathogenic Escherichia coli infection
P0ABV6,reviewed,tolR b0738 JW0728,Escherichia coli (strain K12),142,escherichia_coli,Pathogenic Escherichia coli infection
P0ABY7,reviewed,flhC flaI b1891 JW1880,Escherichia coli (strain K12),192,escherichia_coli,Pathogenic Escherichia coli infection
P0ABZ1,reviewed,fliG fla AII.2 fla BII b1939 JW1923,Escherichia coli (strain K12),331,escherichia_coli,Pathogenic Escherichia coli infection
P0ABZ6,reviewed,surA b0053 JW0052,Escherichia coli (strain K12),428,escherichia_coli,Pathogenic Escherichia coli infection
P0AC00,reviewed,frlB yhfN b3371 JW5700,Escherichia coli (strain K12),340,escherichia_coli,Pathogenic Escherichia coli infection
P0AC02,reviewed,bamD yfiO b2595 JW2577,Escherichia coli (strain K12),245,escherichia_coli,Pathogenic Escherichia coli infection
P0AC13,reviewed,folP dhpS b3177 JW3144,Escherichia coli (strain K12),282,escherichia_coli,Pathogenic Escherichia coli infection
P0AC16,reviewed,folB ygiG b3058 JW3030,Escherichia coli (strain K12),122,escherichia_coli,Pathogenic Escherichia coli infection
P0AC19,reviewed,folX b2303 JW2300,Escherichia coli (strain K12),120,escherichia_coli,Pathogenic Escherichia coli infection
P0AC23,reviewed,focA ycaE b0904 JW0887,Escherichia coli (strain K12),285,escherichia_coli,Pathogenic Escherichia coli infection
P0AC30,reviewed,ftsX ftsS b3462 JW3427,Escherichia coli (strain K12),352,escherichia_coli,Pathogenic Escherichia coli infection
P0AC33,reviewed,fumA b1612 JW1604,Escherichia coli (strain K12),548,escherichia_coli,Pathogenic Escherichia coli infection
P0AC38,reviewed,aspA b4139 JW4099,Escherichia coli (strain K12),478,escherichia_coli,Pathogenic Escherichia coli infection
P0AC41,reviewed,sdhA b0723 JW0713,Escherichia coli (strain K12),588,escherichia_coli,Pathogenic Escherichia coli infection
P0AC44,reviewed,sdhD b0722 JW0712,Escherichia coli (strain K12),115,escherichia_coli,Pathogenic Escherichia coli infection
P0AC47,reviewed,frdB b4153 JW4114,Escherichia coli (strain K12),244,escherichia_coli,Pathogenic Escherichia coli infection
P0AC53,reviewed,zwf b1852 JW1841,Escherichia coli (strain K12),491,escherichia_coli,Pathogenic Escherichia coli infection
P0AC55,reviewed,glnK ybaI b0450 JW0440,Escherichia coli (strain K12),112,escherichia_coli,Pathogenic Escherichia coli infection
P0AC69,reviewed,grxD ydhD b1654 JW1646,Escherichia coli (strain K12),115,escherichia_coli,Pathogenic Escherichia coli infection
P0AC75,reviewed,waaA kdtA b3633 JW3608,Escherichia coli (strain K12),425,escherichia_coli,Pathogenic Escherichia coli infection
P0AC78,reviewed,wecA rfe b3784 JW3758,Escherichia coli (strain K12),367,escherichia_coli,Pathogenic Escherichia coli infection
P0AC81,reviewed,gloA b1651 JW1643,Escherichia coli (strain K12),135,escherichia_coli,Pathogenic Escherichia coli infection
P0AC84,reviewed,gloB yafR b0212 JW0202,Escherichia coli (strain K12),251,escherichia_coli,Pathogenic Escherichia coli infection
P0AC88,reviewed,gmd yefA yefN b2053 JW2038,Escherichia coli (strain K12),373,escherichia_coli,Pathogenic Escherichia coli infection
P0AC98,reviewed,satP yaaH b0010 JW0009,Escherichia coli (strain K12),188,escherichia_coli,Pathogenic Escherichia coli infection
P0ACB0,reviewed,dnaB groP grpA b4052 JW4012,Escherichia coli (strain K12),471,escherichia_coli,Pathogenic Escherichia coli infection
P0ACB2,reviewed,hemB ncf b0369 JW0361,Escherichia coli (strain K12),324,escherichia_coli,Pathogenic Escherichia coli infection
P0ACB4,reviewed,hemG yihB b3850 JW3827,Escherichia coli (strain K12),181,escherichia_coli,Pathogenic Escherichia coli infection
P0ACC1,reviewed,prmC hemK b1212 JW1203,Escherichia coli (strain K12),277,escherichia_coli,Pathogenic Escherichia coli infection
P0ACC3,reviewed,erpA yadR b0156 JW0152,Escherichia coli (strain K12),114,escherichia_coli,Pathogenic Escherichia coli infection
P0ACC7,reviewed,glmU yieA b3730 JW3708,Escherichia coli (strain K12),456,escherichia_coli,Pathogenic Escherichia coli infection
P0ACD4,reviewed,iscU nifU yfhN b2529 JW2513,Escherichia coli (strain K12),128,escherichia_coli,Pathogenic Escherichia coli infection
P0ACD8,reviewed,hyaB b0973 JW0955,Escherichia coli (strain K12),597,escherichia_coli,Pathogenic Escherichia coli infection
P0ACE0,reviewed,hybC b2994 JW2962,Escherichia coli (strain K12),567,escherichia_coli,Pathogenic Escherichia coli infection
P0ACE3,reviewed,hha b0460 JW0449,Escherichia coli (strain K12),72,escherichia_coli,Pathogenic Escherichia coli infection
P0ACE7,reviewed,hinT ycfF b1103 JW1089,Escherichia coli (strain K12),119,escherichia_coli,Pathogenic Escherichia coli infection
P0ACF0,reviewed,hupA b4000 JW3964,Escherichia coli (strain K12),90,escherichia_coli,Pathogenic Escherichia coli infection
P0ACF4,reviewed,hupB hopD b0440 JW0430,Escherichia coli (strain K12),90,escherichia_coli,Pathogenic Escherichia coli infection
P0ACF8,reviewed,hns bglY cur drdX h-ns hnsA msyA osmZ pilG topS b1237 JW1225,Escherichia coli (strain K12),137,escherichia_coli,Pathogenic Escherichia coli infection
P0ACG1,reviewed,stpA hnsB b2669 JW2644,Escherichia coli (strain K12),134,escherichia_coli,Pathogenic Escherichia coli infection
P0ACG8,reviewed,hslR yrfH b3400 JW3363,Escherichia coli (strain K12),133,escherichia_coli,Pathogenic Escherichia coli infection
P0ACJ0,reviewed,lrp alsB ihb livR oppI b0889 JW0872,Escherichia coli (strain K12),164,escherichia_coli,Pathogenic Escherichia coli infection
P0ACJ8,reviewed,crp cap csm b3357 JW5702,Escherichia coli (strain K12),210,escherichia_coli,Pathogenic Escherichia coli infection
P0ACN4,reviewed,allR glxA3 ybbU b0506 JW0494,Escherichia coli (strain K12),271,escherichia_coli,Pathogenic Escherichia coli infection
P0ACP7,reviewed,purR b1658 JW1650,Escherichia coli (strain K12),341,escherichia_coli,Pathogenic Escherichia coli infection
P0ACQ4,reviewed,oxyR momR mor b3961 JW3933,Escherichia coli (strain K12),305,escherichia_coli,Pathogenic Escherichia coli infection
P0ACS2,reviewed,soxR marC b4063 JW4024,Escherichia coli (strain K12),154,escherichia_coli,Pathogenic Escherichia coli infection
P0ACV0,reviewed,lpxL htrB waaM b1054 JW1041,Escherichia coli (strain K12),306,escherichia_coli,Pathogenic Escherichia coli infection
P0ACV6,reviewed,mpaA ycjI b1326 JW1319,Escherichia coli (strain K12),242,escherichia_coli,Pathogenic Escherichia coli infection
P0ACY3,reviewed,yeaG b1783 JW1772,Escherichia coli (strain K12),644,escherichia_coli,Pathogenic Escherichia coli infection
P0AD14,reviewed,btsS yehU b2126 JW5353,Escherichia coli (strain K12),561,escherichia_coli,Pathogenic Escherichia coli infection
P0AD49,reviewed,raiA yfiA b2597 JW2578,Escherichia coli (strain K12),113,escherichia_coli,Pathogenic Escherichia coli infection
P0AD57,reviewed,ispB cel yhbD b3187 JW3154,Escherichia coli (strain K12),323,escherichia_coli,Pathogenic Escherichia coli infection
P0AD59,reviewed,ivy ykfE b0220 JW0210,Escherichia coli (strain K12),157,escherichia_coli,Pathogenic Escherichia coli infection
P0AD61,reviewed,pykF b1676 JW1666,Escherichia coli (strain K12),470,escherichia_coli,Pathogenic Escherichia coli infection
P0AD65,reviewed,mrdA pbpA b0635 JW0630,Escherichia coli (strain K12),633,escherichia_coli,Pathogenic Escherichia coli infection
P0AD68,reviewed,ftsI pbpB b0084 JW0082,Escherichia coli (strain K12),588,escherichia_coli,Pathogenic Escherichia coli infection
P0AD70,reviewed,ampH yaiH b0376 JW5052,Escherichia coli (strain K12),385,escherichia_coli,Pathogenic Escherichia coli infection
P0AD99,reviewed,brnQ b0401 JW0391,Escherichia coli (strain K12),439,escherichia_coli,Pathogenic Escherichia coli infection
P0ADA1,reviewed,tesA apeA pldC b0494 JW0483,Escherichia coli (strain K12),208,escherichia_coli,Pathogenic Escherichia coli infection
P0ADA3,reviewed,nlpD b2742 JW2712,Escherichia coli (strain K12),379,escherichia_coli,Pathogenic Escherichia coli infection
P0ADC1,reviewed,lptE rlpB b0641 JW0636,Escherichia coli (strain K12),193,escherichia_coli,Pathogenic Escherichia coli infection
P0ADE4,reviewed,tamA yftM ytfM b4220 JW4179,Escherichia coli (strain K12),577,escherichia_coli,Pathogenic Escherichia coli infection
P0ADG4,reviewed,suhB ssyA b2533 JW2517,Escherichia coli (strain K12),267,escherichia_coli,Pathogenic Escherichia coli infection
P0ADG7,reviewed,guaB guaR b2508 JW5401,Escherichia coli (strain K12),488,escherichia_coli,Pathogenic Escherichia coli infection
P0ADI4,reviewed,entB entG b0595 JW0587,Escherichia coli (strain K12),285,escherichia_coli,Pathogenic Escherichia coli infection
P0ADL1,reviewed,nepI yicM b3662 JW5938,Escherichia coli (strain K12),396,escherichia_coli,Pathogenic Escherichia coli infection
P0ADN0,reviewed,viaA yieD yieM b3745 JW5610,Escherichia coli (strain K12),483,escherichia_coli,Pathogenic Escherichia coli infection
P0ADN2,reviewed,maoP yifE b3764 JW3737,Escherichia coli (strain K12),112,escherichia_coli,Pathogenic Escherichia coli infection
P0ADP0,reviewed,yigB b3812 JW3785,Escherichia coli (strain K12),238,escherichia_coli,Pathogenic Escherichia coli infection
P0ADP2,reviewed,yigI b3820 JW5588,Escherichia coli (strain K12),155,escherichia_coli,Pathogenic Escherichia coli infection
P0ADR8,reviewed,ppnN ygdH b2795 JW2766,Escherichia coli (strain K12),454,escherichia_coli,Pathogenic Escherichia coli infection
P0ADS2,reviewed,zapA ygfE b2910 JW2878,Escherichia coli (strain K12),109,escherichia_coli,Pathogenic Escherichia coli infection
P0ADV1,reviewed,lptA yhbN b3200 JW3167,Escherichia coli (strain K12),185,escherichia_coli,Pathogenic Escherichia coli infection
P0ADV9,reviewed,lptC yrbK b3199 JW3166,Escherichia coli (strain K12),191,escherichia_coli,Pathogenic Escherichia coli infection
P0ADY1,reviewed,ppiD ybaU b0441 JW0431,Escherichia coli (strain K12),623,escherichia_coli,Pathogenic Escherichia coli infection
P0ADY3,reviewed,rplN b3310 JW3272,Escherichia coli (strain K12),123,escherichia_coli,Pathogenic Escherichia coli infection
P0ADY7,reviewed,rplP b3313 JW3275,Escherichia coli (strain K12),136,escherichia_coli,Pathogenic Escherichia coli infection
P0ADZ0,reviewed,rplW b3318 JW3280,Escherichia coli (strain K12),100,escherichia_coli,Pathogenic Escherichia coli infection
P0ADZ4,reviewed,rpsO secC b3165 JW3134,Escherichia coli (strain K12),89,escherichia_coli,Pathogenic Escherichia coli infection
P0AE01,reviewed,trmJ yfhQ b2532 JW2516,Escherichia coli (strain K12),246,escherichia_coli,Pathogenic Escherichia coli infection
P0AE06,reviewed,acrA lir mtcA b0463 JW0452,Escherichia coli (strain K12),397,escherichia_coli,Pathogenic Escherichia coli infection
P0AE08,reviewed,ahpC b0605 JW0598,Escherichia coli (strain K12),187,escherichia_coli,Pathogenic Escherichia coli infection
P0AE12,reviewed,amn b1982 JW1963,Escherichia coli (strain K12),484,escherichia_coli,Pathogenic Escherichia coli infection
P0AE16,reviewed,ampG b0433 JW0423,Escherichia coli (strain K12),491,escherichia_coli,Pathogenic Escherichia coli infection
P0AE18,reviewed,map b0168 JW0163,Escherichia coli (strain K12),264,escherichia_coli,Pathogenic Escherichia coli infection
P0AE22,reviewed,aphA napA yjbP b4055 JW4015,Escherichia coli (strain K12),237,escherichia_coli,Pathogenic Escherichia coli infection
P0AE24,reviewed,araE b2841 JW2809,Escherichia coli (strain K12),472,escherichia_coli,Pathogenic Escherichia coli infection
P0AE52,reviewed,bcp b2480 JW2465,Escherichia coli (strain K12),156,escherichia_coli,Pathogenic Escherichia coli infection
P0AE67,reviewed,cheY b1882 JW1871,Escherichia coli (strain K12),129,escherichia_coli,Pathogenic Escherichia coli infection
P0AE70,reviewed,mazF chpA chpAK b2782 JW2753,Escherichia coli (strain K12),111,escherichia_coli,Pathogenic Escherichia coli infection
P0AE72,reviewed,mazE chpAI chpR b2783 JW2754,Escherichia coli (strain K12),82,escherichia_coli,Pathogenic Escherichia coli infection
P0AE82,reviewed,cpxA ecfB eup ssd b3911 JW3882,Escherichia coli (strain K12),457,escherichia_coli,Pathogenic Escherichia coli infection
P0AE85,reviewed,cpxP yiiO b4484 JW5558,Escherichia coli (strain K12),166,escherichia_coli,Pathogenic Escherichia coli infection
P0AE88,reviewed,cpxR yiiA b3912 JW3883,Escherichia coli (strain K12),232,escherichia_coli,Pathogenic Escherichia coli infection
P0AEA8,reviewed,cysG b3368 JW3331,Escherichia coli (strain K12),457,escherichia_coli,Pathogenic Escherichia coli infection
P0AEB2,reviewed,dacA pfv b0632 JW0627,Escherichia coli (strain K12),403,escherichia_coli,Pathogenic Escherichia coli infection
P0AEC3,reviewed,arcB b3210 JW5536,Escherichia coli (strain K12),778,escherichia_coli,Pathogenic Escherichia coli infection
P0AEC5,reviewed,barA b2786 JW2757,Escherichia coli (strain K12),918,escherichia_coli,Pathogenic Escherichia coli infection
P0AEC8,reviewed,dcuS yjdH b4125 JW4086,Escherichia coli (strain K12),543,escherichia_coli,Pathogenic Escherichia coli infection
P0AED7,reviewed,dapE msgB b2472 JW2456,Escherichia coli (strain K12),375,escherichia_coli,Pathogenic Escherichia coli infection
P0AEE3,reviewed,degS hhoB htrH b3235 JW3204,Escherichia coli (strain K12),355,escherichia_coli,Pathogenic Escherichia coli infection
P0AEE5,reviewed,mglB b2150 JW2137,Escherichia coli (strain K12),332,escherichia_coli,Pathogenic Escherichia coli infection
P0AEE8,reviewed,dam b3387 JW3350,Escherichia coli (strain K12),278,escherichia_coli,Pathogenic Escherichia coli infection
P0AEF0,reviewed,dnaC dnaD b4361 JW4325,Escherichia coli (strain K12),245,escherichia_coli,Pathogenic Escherichia coli infection
P0AEF8,reviewed,dppB b3543 JW3512,Escherichia coli (strain K12),339,escherichia_coli,Pathogenic Escherichia coli infection
P0AEG1,reviewed,dppC b3542 JW3511,Escherichia coli (strain K12),300,escherichia_coli,Pathogenic Escherichia coli infection
P0AEG4,reviewed,dsbA dsf ppfA b3860 JW3832,Escherichia coli (strain K12),208,escherichia_coli,Pathogenic Escherichia coli infection
P0AEG6,reviewed,dsbC xprA b2893 JW2861,Escherichia coli (strain K12),236,escherichia_coli,Pathogenic Escherichia coli infection
P0AEH1,reviewed,rseP ecfE yaeL b0176 JW0171,Escherichia coli (strain K12),450,escherichia_coli,Pathogenic Escherichia coli infection
P0AEI1,reviewed,miaB yleA b0661 JW0658,Escherichia coli (strain K12),474,escherichia_coli,Pathogenic Escherichia coli infection
P0AEJ0,reviewed,emrB b2686 JW2661,Escherichia coli (strain K12),512,escherichia_coli,Pathogenic Escherichia coli infection
P0AEJ2,reviewed,entC b0593 JW0585,Escherichia coli (strain K12),391,escherichia_coli,Pathogenic Escherichia coli infection
P0AEJ4,reviewed,envZ ompB perA tpo b3404 JW3367,Escherichia coli (strain K12),450,escherichia_coli,Pathogenic Escherichia coli infection
P0AEJ6,reviewed,eutB b2441 JW2434,Escherichia coli (strain K12),453,escherichia_coli,Pathogenic Escherichia coli infection
P0AEK2,reviewed,fabG b1093 JW1079,Escherichia coli (strain K12),244,escherichia_coli,Pathogenic Escherichia coli infection
P0AEK4,reviewed,fabI envM b1288 JW1281,Escherichia coli (strain K12),262,escherichia_coli,Pathogenic Escherichia coli infection
P0AEK7,reviewed,fdnI b1476 JW1472,Escherichia coli (strain K12),217,escherichia_coli,Pathogenic Escherichia coli infection
P0AEL0,reviewed,fdoI b3892 JW3863,Escherichia coli (strain K12),211,escherichia_coli,Pathogenic Escherichia coli infection
P0AEM0,reviewed,fkpB slpA yaaD b0028 JW0026,Escherichia coli (strain K12),149,escherichia_coli,Pathogenic Escherichia coli infection
P0AEM6,reviewed,fliA flaD rpoF b1922 JW1907,Escherichia coli (strain K12),239,escherichia_coli,Pathogenic Escherichia coli infection
P0AEM9,reviewed,tcyJ fliY yzzR b1920 JW1905,Escherichia coli (strain K12),266,escherichia_coli,Pathogenic Escherichia coli infection
P0AEN1,reviewed,fre fadI flrD fsrC ubiB b3844 JW3820,Escherichia coli (strain K12),233,escherichia_coli,Pathogenic Escherichia coli infection
P0AEN4,reviewed,ftsL mraR yabD b0083 JW0081,Escherichia coli (strain K12),121,escherichia_coli,Pathogenic Escherichia coli infection
P0AEN8,reviewed,fucU b2804 JW2775,Escherichia coli (strain K12),140,escherichia_coli,Pathogenic Escherichia coli infection
