drugbank_id,disease,label
DB11580,idiopathic pulmonary fibrosis,0
DB01115,cystic fibrosis,1
DB00328,osteoporosis,0
DB00462,coronary artery disease,0
DB00758,hirschsprung disease,0
DB00755,medulloblastoma,1
DB01327,leber congenital amaurosis,0
DB00330,q fever,1
DB00169,neural tube defects,1
DB00633,parkinson disease,1
DB00864,atherosclerosis,1
DB14811,prader-willi syndrome,0
DB13735,coronary artery disease,0
DB00543,obsessive-compulsive disorder,1
DB01069,malaria,0
DB00200,myasthenia gravis,1
DB14005,long qt syndrome,0
DB01076,fanconi anemia,1
DB11793,marfan syndrome,0
DB01393,breast cancer,0
DB00590,medulloblastoma,0
DB01222,dengue,0
DB00975,osteoporosis-pseudoglioma syndrome,0
DB00741,coronary artery disease,1
DB04835,hyperprolactinemia,0
DB00615,tuberculosis,1
DB00942,multiple myeloma,0
DB01201,rhabdomyosarcoma,0
DB00187,huntington disease,0
DB00006,medulloblastoma,0
DB09152,osteosarcoma,0
DB06228,coronary artery disease,1
DB13284,mitochondrial complex iii deficiency,0
DB00571,celiac disease,0
DB00399,osteoporosis,1
DB11963,hyperprolactinemia,0
DB01410,crohn disease,0
DB01331,cataract,0
DB06650,breast cancer,0
DB09026,lymphangioleiomyomatosis,0
DB00859,osteoporosis-pseudoglioma syndrome,0
DB00791,barrett esophagus,0
DB04786,hirschsprung disease,0
DB13306,psoriasis,1
DB06148,hyperprolactinemia,0
DB09570,atherosclerosis,0
DB15444,lupus nephritis,0
DB00599,myasthenia gravis,0
DB01410,asthma,1
DB00957,intervertebral disc disease,0
DB01074,leishmaniasis,0
DB09063,multiple myeloma,0
DB01173,huntington disease,0
DB00040,narcolepsy,0
DB09122,multiple sclerosis,1
DB00649,malaria,0
DB00860,hypotrichosis,0
DB00186,noonan syndrome,1
DB01393,prader-willi syndrome,1
DB06777,frontotemporal lobar degeneration,0
DB00775,fanconi anemia,0
DB00557,lupus nephritis,0
DB01288,noonan syndrome,0
DB00759,malaria,1
DB00119,asthma,0
DB01184,osteosarcoma,0
DB11100,disseminated intravascular coagulation,0
DB00577,crohn disease,1
DB01088,hyperprolactinemia,0
DB00400,hirschsprung disease,0
DB09061,costello syndrome,1
DB01032,barrett esophagus,0
DB06458,lymphangioleiomyomatosis,0
DB09097,glaucoma,0
DB00252,osteoporosis-pseudoglioma syndrome,1
DB00982,neuroblastoma,1
DB06249,tuberculosis,0
DB01097,graves disease,0
DB01005,multiple sclerosis,1
DB08880,myopia,0
DB09281,narcolepsy,0
DB14005,noonan syndrome,1
DB00846,mitochondrial complex iii deficiency,0
DB00176,obsessive-compulsive disorder,1
DB00572,prader-willi syndrome,1
DB13316,malaria,0
DB15825,osteoporosis,0
DB15043,prader-willi syndrome,0
DB00048,hypotrichosis,0
DB13165,atypical hemolytic uremic syndrome,0
DB01677,lymphangioleiomyomatosis,0
DB00036,graves disease,0
DB00702,multiple myeloma,0
DB08846,leber congenital amaurosis,0
DB00344,malaria,1
DB15897,costello syndrome,0
DB05383,multiple sclerosis,0
DB00770,leber congenital amaurosis,0
DB05630,psoriasis,0
DB00122,hirschsprung disease,1
DB00130,breast cancer,0
DB00999,tuberculosis,0
DB04815,breast cancer,0
DB00604,cholangiocarcinoma,0
DB02925,hypospadias,0
DB00140,frontotemporal lobar degeneration,0
DB09099,mitochondrial complex iii deficiency,0
DB00451,idiopathic pulmonary fibrosis,0
DB09279,neuroblastoma,0
DB00068,multiple sclerosis,1
DB01285,glioma,0
DB01165,huntington disease,1
DB00657,hirschsprung disease,0
DB09147,osteosarcoma,0
DB01015,hypoplastic left heart syndrome,0
DB06448,hyperprolactinemia,0
DB00810,rhabdomyosarcoma,0
DB01190,dengue,0
DB00487,diabetic retinopathy,0
DB01545,obsessive-compulsive disorder,1
DB13064,osteosarcoma,0
DB00126,medulloblastoma,0
DB00214,glaucoma,0
DB09322,coronary artery disease,0
DB01281,hypospadias,0
DB01656,idiopathic pulmonary fibrosis,1
DB00938,hyperprolactinemia,0
DB00993,osteoporosis-pseudoglioma syndrome,1
DB00907,obsessive-compulsive disorder,1
DB06774,atherosclerosis,1
DB00585,psoriasis,0
DB02709,breast cancer,1
DB00974,atherosclerosis,0
DB00470,marfan syndrome,0
DB00877,burkitt lymphoma,1
DB00591,multiple sclerosis,0
DB00661,parkinson disease,0
DB01129,myopia,0
DB00302,graves disease,0
DB00877,retinitis pigmentosa,0
DB00283,frontotemporal lobar degeneration,0
DB08917,tuberculosis,0
DB11157,neural tube defects,0
DB06710,optic atrophy,0
DB00389,narcolepsy,0
DB00590,crohn disease,1
DB00162,atypical hemolytic uremic syndrome,0
DB00404,dyskeratosis congenita,0
DB00771,asthma,0
DB04844,obsessive-compulsive disorder,1
DB01224,multiple sclerosis,0
DB00440,long qt syndrome,0
DB00916,crohn disease,1
DB05316,holoprosencephaly,0
DB00578,q fever,1
DB06670,meningioma,0
DB00184,long qt syndrome,0
DB00764,cholangiocarcinoma,0
DB04953,osteoporosis,0
DB00379,graves disease,0
DB06412,multiple sclerosis,0
DB00649,dyskeratosis congenita,0
DB00139,neuroblastoma,0
DB15661,fanconi anemia,0
DB01239,myasthenia gravis,0
DB06016,obsessive-compulsive disorder,1
DB00226,cataract,0
DB00253,rhabdomyosarcoma,0
DB11703,hypospadias,0
DB00321,obsessive-compulsive disorder,1
DB06334,crohn disease,0
DB01241,hypertriglyceridemia,1
DB00759,coronary artery disease,1
DB00224,lymphangioleiomyomatosis,0
DB00590,cryptorchidism,0
DB01324,fanconi anemia,0
DB00537,crohn disease,1
DB11793,q fever,0
DB00246,obsessive-compulsive disorder,1
DB01223,asthma,1
DB11620,osteosarcoma,0
DB12159,gout,0
DB11132,frontotemporal lobar degeneration,0
DB11738,neuroblastoma,0
DB06822,q fever,0
DB00451,graves disease,0
DB08887,cholangiocarcinoma,0
DB01030,cholangiocarcinoma,0
DB09210,multiple sclerosis,1
DB05076,disseminated intravascular coagulation,0
DB06255,osteoporosis,1
DB00762,rhabdomyosarcoma,1
DB00806,cryptorchidism,0
DB11699,huntington disease,1
DB15718,dyskeratosis congenita,0
DB00373,burkitt lymphoma,0
DB00831,meningioma,0
DB00243,parkinson disease,0
DB13411,hypoplastic left heart syndrome,0
DB01620,hypospadias,0
DB00778,common variable immunodeficiency,0
DB05088,mitochondrial complex iii deficiency,0
DB09570,burkitt lymphoma,0
DB00132,mitochondrial complex iii deficiency,0
DB00682,vitiligo,0
DB00152,celiac disease,0
DB00207,fanconi anemia,0
DB00443,neuroblastoma,0
DB15719,mitochondrial complex iii deficiency,0
DB13729,hypotrichosis,0
DB02300,cholangiocarcinoma,0
DB00358,meningioma,0
DB01065,marfan syndrome,0
DB00233,hirschsprung disease,0
DB00799,medulloblastoma,0
DB01059,diabetic retinopathy,0
DB01416,cholangiocarcinoma,0
DB00006,parkinson disease,0
DB05109,hyperprolactinemia,0
DB01201,tuberculosis,1
DB01685,disseminated intravascular coagulation,0
DB01083,cataract,0
DB06769,hypotrichosis,0
DB14509,disseminated intravascular coagulation,0
DB09074,frontotemporal lobar degeneration,1
DB09279,q fever,0
DB00328,osteosarcoma,0
DB06756,prader-willi syndrome,0
DB16394,multiple sclerosis,0
DB00958,cholangiocarcinoma,1
DB11638,cryptorchidism,0
DB00810,obsessive-compulsive disorder,1
DB09194,myopia,0
DB00775,hyperprolactinemia,0
DB00588,leishmaniasis,0
DB05232,holoprosencephaly,0
DB02703,psoriasis,0
DB01218,meningioma,0
DB00615,crohn disease,0
DB09037,osteoporosis,0
DB11326,graves disease,0
DB09517,asthma,0
DB12554,malaria,0
DB08876,rhabdomyosarcoma,0
DB00459,osteoporosis-pseudoglioma syndrome,0
DB00349,hypertriglyceridemia,0
DB00878,gout,0
DB00052,neural tube defects,0
DB11703,parkinson disease,0
DB00330,burkitt lymphoma,0
DB13917,diabetic retinopathy,0
DB00986,cryptorchidism,0
DB00770,glaucoma,0
DB01628,breast cancer,0
DB12140,osteosarcoma,0
DB06774,vitiligo,0
DB05063,sarcoidosis,0
DB01108,atherosclerosis,0
DB08918,osteoporosis,0
DB00358,diabetic retinopathy,0
DB16393,hypotrichosis,0
DB00621,meningioma,0
DB11626,common variable immunodeficiency,0
DB00771,sarcoidosis,0
DB00668,retinitis pigmentosa,0
DB13919,multiple sclerosis,0
DB09080,hirschsprung disease,1
DB01073,osteoporosis,1
DB09122,marfan syndrome,0
DB00846,breast cancer,0
DB08890,cystic fibrosis,0
DB06401,celiac disease,0
DB03404,obsessive-compulsive disorder,0
DB01377,multiple sclerosis,0
DB13618,osteoporosis-pseudoglioma syndrome,0
DB00065,vitiligo,0
DB00539,hirschsprung disease,0
DB00437,glioma,0
DB05790,common variable immunodeficiency,0
DB04839,sarcoidosis,0
DB00906,myasthenia gravis,0
DB11507,myasthenia gravis,0
DB00668,hypoplastic left heart syndrome,1
DB09073,diabetic retinopathy,0
DB00552,cystic fibrosis,0
DB13551,hirschsprung disease,0
DB06176,lymphangioleiomyomatosis,0
DB00720,intervertebral disc disease,0
DB00836,sarcoidosis,0
DB09330,multiple myeloma,0
DB01029,asthma,0
DB01268,holoprosencephaly,0
DB00783,breast cancer,1
DB01004,dengue,0
DB06292,long qt syndrome,1
DB00704,dengue,0
DB01580,costello syndrome,0
DB00915,obsessive-compulsive disorder,1
DB01285,long qt syndrome,0
DB12783,huntington disease,0
DB08918,cryptorchidism,0
DB03255,coronary artery disease,1
DB11771,dengue,0
DB00419,costello syndrome,0
DB01364,idiopathic pulmonary fibrosis,1
DB16405,coronary artery disease,1
DB01220,coronary artery disease,0
DB01057,holoprosencephaly,0
DB01220,hypospadias,0
DB01435,disseminated intravascular coagulation,0
DB00813,obsessive-compulsive disorder,0
DB00540,obsessive-compulsive disorder,1
DB00859,obsessive-compulsive disorder,0
DB00297,breast cancer,1
DB00281,coronary artery disease,0
DB00438,medulloblastoma,0
DB15660,fanconi anemia,0
DB04837,multiple myeloma,0
DB00248,osteoporosis-pseudoglioma syndrome,1
DB00519,dyskeratosis congenita,0
DB01103,diabetic retinopathy,0
DB00394,parkinson disease,0
DB11791,leber congenital amaurosis,0
DB09477,marfan syndrome,0
DB01131,malaria,1
DB00951,obsessive-compulsive disorder,0
DB00635,myasthenia gravis,1
DB05229,myopia,0
DB00451,intervertebral disc disease,1
DB01215,obsessive-compulsive disorder,1
DB00437,hirschsprung disease,1
DB06255,obsessive-compulsive disorder,1
DB00775,myopia,0
DB00260,huntington disease,0
DB05134,burkitt lymphoma,1
DB00462,malaria,0
DB01006,sarcoidosis,0
DB00633,asthma,0
DB00819,idiopathic pulmonary fibrosis,1
DB01337,atherosclerosis,0
DB01142,osteoporosis,0
DB06612,glioma,0
DB00542,multiple sclerosis,0
DB09351,parkinson disease,0
DB00112,disseminated intravascular coagulation,0
DB00104,common variable immunodeficiency,0
DB00107,glaucoma,0
DB04876,glioma,0
DB00121,multiple sclerosis,1
DB13956,multiple myeloma,0
DB00653,frontotemporal lobar degeneration,1
DB01029,disseminated intravascular coagulation,0
DB05229,idiopathic pulmonary fibrosis,1
DB00248,crohn disease,0
DB01095,hypospadias,0
DB00043,nephrotic syndrome,0
DB00043,neuroblastoma,0
DB09074,breast cancer,1
DB13751,nephrotic syndrome,1
DB01047,lymphangioleiomyomatosis,0
DB08846,hyperprolactinemia,0
DB00482,hypertriglyceridemia,0
DB06460,mitochondrial complex iii deficiency,0
DB00936,optic atrophy,0
DB01611,multiple myeloma,0
DB05630,multiple myeloma,0
DB01185,cataract,0
DB13139,cataract,0
DB08888,celiac disease,0
DB09559,holoprosencephaly,0
DB00091,costello syndrome,1
DB00563,crohn disease,1
DB00719,breast cancer,0
DB00312,holoprosencephaly,0
DB00704,idiopathic pulmonary fibrosis,0
DB08887,mitochondrial complex iii deficiency,0
DB01645,osteoporosis,1
DB00419,marfan syndrome,0
DB00774,noonan syndrome,0
DB00240,lymphangioleiomyomatosis,0
DB09053,barrett esophagus,0
DB16385,q fever,1
DB00512,multiple myeloma,0
DB00860,noonan syndrome,1
DB12783,cystic fibrosis,0
DB06777,myopia,0
DB00758,parkinson disease,0
DB00722,gout,0
DB14183,hypotrichosis,0
DB00803,cryptorchidism,0
DB06697,tuberculosis,0
DB08908,diabetic retinopathy,0
DB00316,gout,1
DB00302,disseminated intravascular coagulation,1
DB01037,mitochondrial complex iii deficiency,0
DB08900,leber congenital amaurosis,0
DB00465,costello syndrome,1
DB01611,coronary artery disease,1
DB00673,intervertebral disc disease,0
DB00133,nephrotic syndrome,0
DB00206,mitochondrial complex iii deficiency,0
DB00570,optic atrophy,0
DB05063,glaucoma,0
DB08868,huntington disease,0
DB00502,obsessive-compulsive disorder,1
DB11507,prader-willi syndrome,0
DB00007,multiple myeloma,1
DB04145,hypospadias,0
DB01327,tuberculosis,0
DB04880,tuberculosis,0
DB00446,sarcoidosis,0
DB00428,dengue,0
DB00107,idiopathic pulmonary fibrosis,0
DB01001,osteoporosis-pseudoglioma syndrome,0
DB01410,cataract,0
DB06548,lymphangioleiomyomatosis,0
DB12554,long qt syndrome,0
DB14217,crohn disease,1
DB01608,breast cancer,0
DB00790,osteoporosis,0
DB13144,hypotrichosis,0
DB01009,sarcoidosis,0
DB01041,intervertebral disc disease,1
DB00204,q fever,0
DB00475,cryptorchidism,0
DB00218,leishmaniasis,0
DB00146,holoprosencephaly,0
DB11620,gout,0
DB09302,vitiligo,0
DB00419,retinitis pigmentosa,0
DB04883,crohn disease,0
DB00549,meningioma,0
DB00413,long qt syndrome,0
DB00794,atypical hemolytic uremic syndrome,0
DB12872,noonan syndrome,0
DB11638,disseminated intravascular coagulation,0
DB09033,crohn disease,1
DB09236,coronary artery disease,0
DB00999,crohn disease,1
DB00017,hypoplastic left heart syndrome,0
DB12017,asthma,1
DB14098,burkitt lymphoma,0
DB08869,leishmaniasis,0
DB01010,neural tube defects,0
DB12975,lupus nephritis,0
DB03404,breast cancer,0
DB00764,leber congenital amaurosis,0
DB01116,tuberculosis,0
DB00254,hyperprolactinemia,0
DB01348,crohn disease,1
DB09389,cystic fibrosis,0
DB00822,diabetic retinopathy,0
DB00675,multiple myeloma,1
DB09258,multiple sclerosis,0
DB00794,breast cancer,0
DB11248,cryptorchidism,0
DB00637,gout,0
DB01221,frontotemporal lobar degeneration,1
DB06786,burkitt lymphoma,1
DB00863,costello syndrome,1
DB00974,hypotrichosis,0
DB15719,multiple sclerosis,0
DB01182,malaria,1
DB00605,hirschsprung disease,1
DB00388,huntington disease,0
DB00563,osteoporosis-pseudoglioma syndrome,1
DB00512,optic atrophy,1
DB06803,cystic fibrosis,0
DB13751,cryptorchidism,0
DB00842,costello syndrome,1
DB00650,burkitt lymphoma,1
DB12005,hypospadias,0
DB11181,leber congenital amaurosis,0
DB06698,breast cancer,0
DB00253,hyperprolactinemia,0
DB00312,hypoplastic left heart syndrome,0
DB06215,hirschsprung disease,0
DB08931,crohn disease,0
DB06612,sarcoidosis,0
DB09232,hirschsprung disease,0
DB00328,osteoporosis-pseudoglioma syndrome,1
DB01563,graves disease,0
DB00287,dengue,0
DB09086,narcolepsy,0
DB13551,barrett esophagus,0
DB00412,intervertebral disc disease,1
DB02342,gout,0
DB04926,medulloblastoma,0
DB08998,meningioma,0
DB00864,cataract,0
DB01400,myasthenia gravis,1
DB01270,glaucoma,1
DB01623,osteosarcoma,0
DB00391,noonan syndrome,1
DB00855,long qt syndrome,0
DB00714,multiple myeloma,0
DB00710,cystic fibrosis,0
DB01236,glaucoma,0
DB08905,myasthenia gravis,0
DB12017,osteosarcoma,0
DB05018,cholangiocarcinoma,0
DB06698,glioma,0
DB05767,cholangiocarcinoma,1
DB11915,nephrotic syndrome,0
DB00997,multiple myeloma,1
DB01174,fanconi anemia,0
DB02925,vitiligo,0
DB01114,gout,0
DB09567,noonan syndrome,0
DB00314,cystic fibrosis,0
DB01220,prader-willi syndrome,1
DB00373,osteoporosis-pseudoglioma syndrome,1
DB09213,q fever,1
DB00184,parkinson disease,1
DB01272,mitochondrial complex iii deficiency,0
DB09038,glaucoma,0
DB02638,nephrotic syndrome,0
DB14213,hypoplastic left heart syndrome,0
DB02703,q fever,1
DB01143,mitochondrial complex iii deficiency,0
DB00324,long qt syndrome,0
DB04818,hypotrichosis,0
DB11712,multiple myeloma,0
DB01177,meningioma,0
DB06685,multiple sclerosis,1
DB00195,psoriasis,0
DB00605,disseminated intravascular coagulation,0
DB00252,hypoplastic left heart syndrome,1
DB09247,tuberculosis,0
DB09272,common variable immunodeficiency,0
DB12598,meningioma,0
DB00358,dengue,0
DB12825,sarcoidosis,0
DB03128,holoprosencephaly,0
DB08822,glioma,0
DB00375,nephrotic syndrome,0
DB02709,costello syndrome,0
DB00997,neuroblastoma,1
DB02546,long qt syndrome,0
DB01418,huntington disease,0
DB01136,cystic fibrosis,1
DB09273,dyskeratosis congenita,0
DB15071,mitochondrial complex iii deficiency,0
DB09016,hypertriglyceridemia,0
DB01184,parkinson disease,1
DB01103,costello syndrome,1
DB00230,costello syndrome,1
DB00148,obsessive-compulsive disorder,1
DB09335,dyskeratosis congenita,0
DB00316,hyperprolactinemia,0
DB00007,long qt syndrome,0
DB05232,meningioma,0
DB11701,lymphangioleiomyomatosis,0
DB01626,malaria,0
DB00468,rhabdomyosarcoma,1
DB00999,prader-willi syndrome,0
DB00401,tuberculosis,0
DB01166,noonan syndrome,0
DB00588,psoriasis,1
DB00692,barrett esophagus,0
DB06366,intervertebral disc disease,0
DB00966,obsessive-compulsive disorder,0
DB00648,hypoplastic left heart syndrome,0
DB08804,noonan syndrome,0
DB00652,graves disease,0
DB00270,coronary artery disease,1
DB00184,atherosclerosis,0
DB01170,atypical hemolytic uremic syndrome,0
DB01348,obsessive-compulsive disorder,0
DB14213,crohn disease,1
DB00876,malaria,0
DB00838,long qt syndrome,0
DB00880,osteoporosis-pseudoglioma syndrome,0
DB01359,fanconi anemia,0
DB00770,cystic fibrosis,0
DB00726,obsessive-compulsive disorder,1
DB00764,asthma,1
DB00816,huntington disease,0
DB06205,costello syndrome,0
DB01101,common variable immunodeficiency,0
DB01327,hypoplastic left heart syndrome,0
DB00521,crohn disease,1
DB00987,medulloblastoma,1
DB11761,long qt syndrome,0
DB00232,cataract,0
DB11866,retinitis pigmentosa,0
DB00692,rhabdomyosarcoma,0
DB04900,breast cancer,1
DB01618,intervertebral disc disease,1
DB00148,huntington disease,1
DB01276,glaucoma,0
DB00571,hyperprolactinemia,0
DB06608,long qt syndrome,0
DB00454,costello syndrome,1
DB01420,cataract,0
DB00132,leber congenital amaurosis,0
DB00465,hypertriglyceridemia,0
DB05316,asthma,0
DB01171,barrett esophagus,0
DB00477,osteoporosis-pseudoglioma syndrome,1
DB00822,multiple myeloma,1
DB00305,cystic fibrosis,0
DB08936,dyskeratosis congenita,0
DB00704,osteosarcoma,0
DB08895,holoprosencephaly,0
DB06723,marfan syndrome,0
DB13751,cystic fibrosis,0
DB00319,disseminated intravascular coagulation,0
DB06715,atherosclerosis,0
DB00413,dyskeratosis congenita,0
DB09236,intervertebral disc disease,0
DB11098,psoriasis,0
DB06480,multiple sclerosis,0
DB00809,nephrotic syndrome,0
DB00638,dyskeratosis congenita,0
DB05057,hypertriglyceridemia,0
DB00846,tuberculosis,0
DB14751,rhabdomyosarcoma,0
DB08889,fanconi anemia,0
DB01259,myopia,0
DB01087,prader-willi syndrome,0
DB00143,retinitis pigmentosa,0
DB06724,atypical hemolytic uremic syndrome,0
DB00169,breast cancer,1
DB01142,sarcoidosis,0
DB00379,hirschsprung disease,0
DB01083,hypoplastic left heart syndrome,1
DB01059,long qt syndrome,0
DB00627,noonan syndrome,0
DB11580,medulloblastoma,0
DB09247,neuroblastoma,0
DB08885,osteoporosis-pseudoglioma syndrome,0
DB01117,hypospadias,0
DB01003,leber congenital amaurosis,0
DB11776,intervertebral disc disease,0
DB00023,frontotemporal lobar degeneration,0
DB00752,fanconi anemia,0
DB00063,dyskeratosis congenita,0
DB00595,parkinson disease,0
DB00811,myasthenia gravis,1
DB00092,osteosarcoma,0
DB06393,hypoplastic left heart syndrome,0
DB00537,fanconi anemia,1
DB05381,neuroblastoma,0
DB00894,myopia,0
DB00016,breast cancer,0
DB16394,coronary artery disease,1
DB09097,parkinson disease,0
DB00734,hirschsprung disease,1
DB00207,barrett esophagus,0
DB14509,q fever,1
DB01221,intervertebral disc disease,0
DB00695,cryptorchidism,0
DB00904,neural tube defects,0
DB11596,mitochondrial complex iii deficiency,1
DB11761,prader-willi syndrome,1
DB01032,graves disease,0
DB04932,multiple myeloma,0
DB00515,osteosarcoma,1
DB11989,coronary artery disease,1
DB00966,osteosarcoma,0
DB05262,gout,1
DB01427,disseminated intravascular coagulation,0
DB12255,lymphangioleiomyomatosis,0
DB00152,neural tube defects,0
DB13169,hypospadias,0
DB04574,obsessive-compulsive disorder,0
DB00213,costello syndrome,1
DB04864,hypertriglyceridemia,0
DB00092,leber congenital amaurosis,0
DB11136,obsessive-compulsive disorder,1
DB00363,atherosclerosis,0
DB00519,osteoporosis-pseudoglioma syndrome,0
DB01586,q fever,0
DB00054,osteoporosis,0
DB00126,mitochondrial complex iii deficiency,1
DB06439,frontotemporal lobar degeneration,0
DB09081,meningioma,0
DB01421,hypoplastic left heart syndrome,0
DB08877,graves disease,0
DB00987,narcolepsy,0
DB00682,obsessive-compulsive disorder,0
DB00716,hypospadias,0
DB16183,barrett esophagus,1
DB00143,meningioma,0
DB00250,leber congenital amaurosis,0
DB09068,gout,0
DB08916,lupus nephritis,0
DB01095,barrett esophagus,0
