DiseaseName,DiseaseID,DrugBankID,DrugName
Peptic Ulcer,MESH:D010437,DB00771,Clidinium
Disease,MESH:D004194,DB00771,Clidinium
Spasm,MESH:D013035,DB00771,Clidinium
Abdominal Pain,MESH:D015746,DB00771,Clidinium
Enterocolitis,MESH:D004760,DB00771,Clidinium
Irritable Bowel Syndrome,MESH:D043183,DB00771,Clidinium
Diverticulitis,MESH:D004238,DB00771,Clidinium
Glioblastoma,MESH:D005909,DB00773,Etoposide
Leukemia,MESH:D007938,DB00773,Etoposide
Lymphoma,MESH:D008223,DB00773,Etoposide
Edema,MESH:D004487,DB00774,Hydroflumethiazide
Hypertension,MESH:D006973,DB00774,Hydroflumethiazide
Heart Failure,MESH:D006333,DB00774,Hydroflumethiazide
Acute Coronary Syndrome,MESH:D054058,DB00775,Tirofiban
Seizures,MESH:D012640,DB00776,Oxcarbazepine
Infections,MESH:D007239,DB00778,Roxithromycin
Infections,MESH:D007239,DB00779,Nalidixic acid
Urinary Tract Infections,MESH:D014552,DB00779,Nalidixic acid
Bipolar Disorder,MESH:D001714,DB00780,Phenelzine
Paralysis,MESH:D010243,DB00780,Phenelzine
Disease,MESH:D004194,DB00780,Phenelzine
Spasm,MESH:D013035,DB00782,Propantheline
Hyperplasia,MESH:D006965,DB00783,Estradiol
Osteoporosis,MESH:D010024,DB00783,Estradiol
Atrophy,MESH:D001284,DB00783,Estradiol
Endometrial Hyperplasia,MESH:D004714,DB00783,Estradiol
Hypogonadism,MESH:D007006,DB00783,Estradiol
Disease,MESH:D004194,DB00783,Estradiol
Pain,MESH:D010146,DB00784,Mefenamic acid
Inflammation,MESH:D007249,DB00784,Mefenamic acid
Osteoarthritis,MESH:D010003,DB00784,Mefenamic acid
Fever,MESH:D005334,DB00784,Mefenamic acid
Dysmenorrhea,MESH:D004412,DB00784,Mefenamic acid
Arthritis,MESH:D001168,DB00784,Mefenamic acid
Hypertension,MESH:D006973,DB00785,Cryptenamine
Keratitis,MESH:D007634,DB00787,Acyclovir
Herpes Simplex,MESH:D006561,DB00787,Acyclovir
Pain,MESH:D010146,DB00788,Naproxen
Inflammation,MESH:D007249,DB00788,Naproxen
Gout,MESH:D006073,DB00788,Naproxen
Osteoarthritis,MESH:D010003,DB00788,Naproxen
Dysmenorrhea,MESH:D004412,DB00788,Naproxen
Arthritis,MESH:D001168,DB00788,Naproxen
Hypertension,MESH:D006973,DB00790,Perindopril
Heart Failure,MESH:D006333,DB00790,Perindopril
Coronary Disease,MESH:D003327,DB00790,Perindopril
Myocardial Infarction,MESH:D009203,DB00790,Perindopril
Essential Hypertension,MESH:D000075222,DB00790,Perindopril
Infarction,MESH:D007238,DB00790,Perindopril
Disease,MESH:D004194,DB00790,Perindopril
Hypersensitivity,MESH:D006967,DB00792,Tripelennamine
Cough,MESH:D003371,DB00792,Tripelennamine
Infections,MESH:D007239,DB00793,Haloprogin
Seizures,MESH:D012640,DB00794,Primidone
Tremor,MESH:D014202,DB00794,Primidone
Essential Tremor,MESH:D020329,DB00794,Primidone
Colitis,MESH:D003092,DB00795,Sulfasalazine
Arthritis,MESH:D001168,DB00795,Sulfasalazine
Ulcer,MESH:D014456,DB00795,Sulfasalazine
Tics,MESH:D020323,DB00795,Sulfasalazine
Hypertension,MESH:D006973,DB00796,Candesartan cilexetil
Heart Failure,MESH:D006333,DB00796,Candesartan cilexetil
Coronary Artery Disease,MESH:D003324,DB00796,Candesartan cilexetil
Myocardial Infarction,MESH:D009203,DB00796,Candesartan cilexetil
Hypertrophy,MESH:D006984,DB00796,Candesartan cilexetil
Infarction,MESH:D007238,DB00796,Candesartan cilexetil
Disease,MESH:D004194,DB00796,Candesartan cilexetil
Psoriasis,MESH:D011565,DB00799,Tazarotene
Hypertension,MESH:D006973,DB00800,Fenoldopam
Anxiety Disorders,MESH:D001008,DB00801,Halazepam
Pain,MESH:D010146,DB00802,Alfentanil
Infections,MESH:D007239,DB00803,Colistin
Irritable Bowel Syndrome,MESH:D043183,DB00804,Dicyclomine
Disease,MESH:D004194,DB00806,Pentoxifylline
Hypertension,MESH:D006973,DB00808,Indapamide
Heart Failure,MESH:D006333,DB00808,Indapamide
Hepatitis,MESH:D006505,DB00811,Ribavirin
Hepatitis C,MESH:D006526,DB00811,Ribavirin
Infections,MESH:D007239,DB00811,Ribavirin
Pain,MESH:D010146,DB00813,Fentanyl
Pain,MESH:D010146,DB00814,Meloxicam
Osteoarthritis,MESH:D010003,DB00814,Meloxicam
Arthritis,MESH:D001168,DB00814,Meloxicam
Papilloma,MESH:D010212,DB00815,Sodium lauryl sulfate
Herpes Simplex,MESH:D006561,DB00815,Sodium lauryl sulfate
Emphysema,MESH:D004646,DB00816,Orciprenaline
Asthma,MESH:D001249,DB00816,Orciprenaline
Spasm,MESH:D013035,DB00816,Orciprenaline
Status Epilepticus,MESH:D013226,DB00818,Propofol
Edema,MESH:D004487,DB00819,Acetazolamide
Heart Failure,MESH:D006333,DB00819,Acetazolamide
Glaucoma,MESH:D005901,DB00819,Acetazolamide
Coma,MESH:D003128,DB00819,Acetazolamide
Hypertension,MESH:D006973,DB00820,Tadalafil
Hypertrophy,MESH:D006984,DB00820,Tadalafil
Pulmonary Arterial Hypertension,MESH:D000081029,DB00820,Tadalafil
Erectile Dysfunction,MESH:D007172,DB00820,Tadalafil
Pain,MESH:D010146,DB00821,Carprofen
Alcoholism,MESH:D000437,DB00822,Disulfiram
Asthma,MESH:D001249,DB00824,Enprofylline
Vascular Diseases,MESH:D014652,DB00824,Enprofylline
Peripheral Vascular Diseases,MESH:D016491,DB00824,Enprofylline
Disease,MESH:D004194,DB00824,Enprofylline
Pain,MESH:D010146,DB00825,Levomenthol
Cough,MESH:D003371,DB00825,Levomenthol
Keratitis,MESH:D007634,DB00826,Natamycin
Pneumonia,MESH:D011014,DB00827,Cinoxacin
Infections,MESH:D007239,DB00827,Cinoxacin
Urinary Tract Infections,MESH:D014552,DB00827,Cinoxacin
Nephritis,MESH:D009393,DB00828,Fosfomycin
Cystitis,MESH:D003556,DB00828,Fosfomycin
Pyelonephritis,MESH:D011704,DB00828,Fosfomycin
Epilepsy,MESH:D004827,DB00829,Diazepam
Inflammation,MESH:D007249,DB00829,Diazepam
Tremor,MESH:D014202,DB00829,Diazepam
Spasm,MESH:D013035,DB00829,Diazepam
Myoclonus,MESH:D009207,DB00829,Diazepam
Cerebral Palsy,MESH:D002547,DB00829,Diazepam
Paraplegia,MESH:D010264,DB00829,Diazepam
Obesity,MESH:D009765,DB00830,Phenmetrazine
Anxiety Disorders,MESH:D001008,DB00831,Trifluoperazine
Epilepsy,MESH:D004827,DB00832,Phensuximide
Pneumonia,MESH:D011014,DB00833,Cefaclor
Infections,MESH:D007239,DB00833,Cefaclor
Urinary Tract Infections,MESH:D014552,DB00833,Cefaclor
Diabetes Mellitus,MESH:D003920,DB00834,Mifepristone
Glucose Intolerance,MESH:D018149,DB00834,Mifepristone
Hyperglycemia,MESH:D006943,DB00834,Mifepristone
Rhinitis,MESH:D012220,DB00835,Brompheniramine
Sneezing,MESH:D012912,DB00835,Brompheniramine
Diarrhea,MESH:D003967,DB00836,Loperamide
Epilepsy,MESH:D004827,DB00837,Progabide
Diabetes Mellitus,MESH:D003920,DB00839,Tolazamide
Hyperglycemia,MESH:D006943,DB00839,Tolazamide
Eye Diseases,MESH:D005128,DB00840,Hydroxypropyl cellulose
Keratitis,MESH:D007634,DB00840,Hydroxypropyl cellulose
Disease,MESH:D004194,DB00840,Hydroxypropyl cellulose
Disease,MESH:D004194,DB00841,Dobutamine
Anxiety Disorders,MESH:D001008,DB00842,Oxazepam
Dementia,MESH:D003704,DB00843,Donepezil
Disease,MESH:D004194,DB00843,Donepezil
Pain,MESH:D010146,DB00844,Nalbuphine
Erythema,MESH:D004890,DB00845,Clofazimine
Leprosy,MESH:D007918,DB00845,Clofazimine
Cystinosis,MESH:D003554,DB00847,Cysteamine
Cystinuria,MESH:D003555,DB00847,Cysteamine
Melanoma,MESH:D008545,DB00848,Levamisole
Epilepsy,MESH:D004827,DB00849,Methylphenobarbital
Nausea,MESH:D009325,DB00850,Perphenazine
Vomiting,MESH:D014839,DB00850,Perphenazine
Psychotic Disorders,MESH:D011618,DB00850,Perphenazine
Tic Disorders,MESH:D013981,DB00850,Perphenazine
Melanoma,MESH:D008545,DB00851,Dacarbazine
Disease,MESH:D004194,DB00851,Dacarbazine
Astrocytoma,MESH:D001254,DB00853,Temozolomide
Glioblastoma,MESH:D005909,DB00853,Temozolomide
Pain,MESH:D010146,DB00854,Levorphanol
Glioma,MESH:D005910,DB00855,Aminolevulinic acid
Pain,MESH:D010146,DB00856,Chlorphenesin
Neuralgia,MESH:D009437,DB00856,Chlorphenesin
Trigeminal Neuralgia,MESH:D014277,DB00856,Chlorphenesin
Infections,MESH:D007239,DB00857,Terbinafine
Arthritis,MESH:D001168,DB00859,Penicillamine
Disease,MESH:D004194,DB00859,Penicillamine
Cystinuria,MESH:D003555,DB00859,Penicillamine
Edema,MESH:D004487,DB00860,Prednisolone
Gastrointestinal Diseases,MESH:D005767,DB00860,Prednisolone
Meningitis,MESH:D008581,DB00860,Prednisolone
Intestinal Diseases,MESH:D007410,DB00860,Prednisolone
Disease,MESH:D004194,DB00860,Prednisolone
Pain,MESH:D010146,DB00861,Diflunisal
Inflammation,MESH:D007249,DB00861,Diflunisal
Osteoarthritis,MESH:D010003,DB00861,Diflunisal
Arthritis,MESH:D001168,DB00861,Diflunisal
Erectile Dysfunction,MESH:D007172,DB00862,Vardenafil
Duodenal Ulcer,MESH:D004381,DB00863,Ranitidine
Ulcer,MESH:D014456,DB00863,Ranitidine
Mastocytosis,MESH:D008415,DB00863,Ranitidine
Esophagitis,MESH:D004941,DB00863,Ranitidine
Dermatitis,MESH:D003872,DB00864,Tacrolimus
Obesity,MESH:D009765,DB00865,Benzphetamine
Hypertension,MESH:D006973,DB00866,Alprenolol
Cough,MESH:D003371,DB00868,Benzonatate
Hypertension,MESH:D006973,DB00869,Dorzolamide
Glaucoma,MESH:D005901,DB00869,Dorzolamide
Coma,MESH:D003128,DB00869,Dorzolamide
Ocular Hypertension,MESH:D009798,DB00869,Dorzolamide
Miosis,MESH:D015877,DB00870,Suprofen
Emphysema,MESH:D004646,DB00871,Terbutaline
Asthma,MESH:D001249,DB00871,Terbutaline
Spasm,MESH:D013035,DB00871,Terbutaline
Renal Insufficiency,MESH:D051437,DB00872,Conivaptan
Hyponatremia,MESH:D007010,DB00872,Conivaptan
Adrenal Insufficiency,MESH:D000309,DB00872,Conivaptan
Hypothyroidism,MESH:D007037,DB00872,Conivaptan
Pain,MESH:D010146,DB14596,Loteprednol etabonate
Inflammation,MESH:D007249,DB14596,Loteprednol etabonate
Cough,MESH:D003371,DB00874,Guaifenesin
Asthenia,MESH:D001247,DB00875,Flupentixol
Hypertension,MESH:D006973,DB00876,Eprosartan
Heart Failure,MESH:D006333,DB00876,Eprosartan
Fibroma,MESH:D005350,DB00877,Sirolimus
Coma,MESH:D003128,DB00877,Sirolimus
Leiomyoma,MESH:D007889,DB00877,Sirolimus
Lymphangioleiomyomatosis,MESH:D018192,DB00877,Sirolimus
Tuberous Sclerosis,MESH:D014402,DB00877,Sirolimus
Sclerosis,MESH:D012598,DB00877,Sirolimus
Periodontitis,MESH:D010518,DB00878,Chlorhexidine
Gingivitis,MESH:D005891,DB00878,Chlorhexidine
HIV Infections,MESH:D015658,DB00879,Emtricitabine
Infections,MESH:D007239,DB00879,Emtricitabine
Tics,MESH:D020323,DB00879,Emtricitabine
Edema,MESH:D004487,DB00880,Chlorothiazide
Hypertension,MESH:D006973,DB00880,Chlorothiazide
Heart Failure,MESH:D006333,DB00880,Chlorothiazide
Hypertension,MESH:D006973,DB00881,Quinapril
Heart Failure,MESH:D006333,DB00881,Quinapril
Polycystic Ovary Syndrome,MESH:D011085,DB00882,Clomifene
Infertility,MESH:D007246,DB00882,Clomifene
Anovulation,MESH:D000858,DB00882,Clomifene
Coronary Artery Disease,MESH:D003324,DB00883,Isosorbide dinitrate
Angina Pectoris,MESH:D000787,DB00883,Isosorbide dinitrate
Disease,MESH:D004194,DB00883,Isosorbide dinitrate
Disease,MESH:D004194,DB00884,Risedronic acid
Fever,MESH:D005334,DB00885,Pemirolast
Hypertension,MESH:D006973,DB00886,Omapatrilat
Edema,MESH:D004487,DB00887,Bumetanide
Nephrotic Syndrome,MESH:D009404,DB00887,Bumetanide
Heart Failure,MESH:D006333,DB00887,Bumetanide
C SYNDROME,OMIM:211750,DB00887,Bumetanide
Disease,MESH:D004194,DB00887,Bumetanide
Carcinoma,MESH:D002277,DB00888,Mechlorethamine
Leukemia,MESH:D007938,DB00888,Mechlorethamine
Coma,MESH:D003128,DB00888,Mechlorethamine
Sarcoma,MESH:D012509,DB00888,Mechlorethamine
Polycythemia,MESH:D011086,DB00888,Mechlorethamine
Disease,MESH:D004194,DB00888,Mechlorethamine
Polycythemia Vera,MESH:D011087,DB00888,Mechlorethamine
Mycosis Fungoides,MESH:D009182,DB00888,Mechlorethamine
Nausea,MESH:D009325,DB00889,Granisetron
Vomiting,MESH:D014839,DB00889,Granisetron
Dermatitis,MESH:D003872,DB00891,Sulfapyridine
Pyoderma Gangrenosum,MESH:D017511,DB00891,Sulfapyridine
Disease,MESH:D004194,DB00893,Iron Dextran
Inflammation,MESH:D007249,DB00896,Rimexolone
Uveitis,MESH:D014605,DB00896,Rimexolone
Pain,MESH:D010146,DB00898,Ethanol
Neuralgia,MESH:D009437,DB00898,Ethanol
Trigeminal Neuralgia,MESH:D014277,DB00898,Ethanol
Chronic Pain,MESH:D059350,DB00898,Ethanol
Inflammation,MESH:D007249,DB00901,Bitolterol
Asthma,MESH:D001249,DB00901,Bitolterol
Disease,MESH:D004194,DB00901,Bitolterol
Hypersensitivity,MESH:D006967,DB00902,Methdilazine
Edema,MESH:D004487,DB00903,Etacrynic acid
Heart Failure,MESH:D006333,DB00903,Etacrynic acid
Liver Failure,MESH:D017093,DB00903,Etacrynic acid
Disease,MESH:D004194,DB00903,Etacrynic acid
Nausea,MESH:D009325,DB00904,Ondansetron
Vomiting,MESH:D014839,DB00904,Ondansetron
Hypertension,MESH:D006973,DB00905,Bimatoprost
Glaucoma,MESH:D005901,DB00905,Bimatoprost
Coma,MESH:D003128,DB00905,Bimatoprost
Ocular Hypertension,MESH:D009798,DB00905,Bimatoprost
Hypotrichosis,MESH:D007039,DB00905,Bimatoprost
Seizures,MESH:D012640,DB00906,Tiagabine
Atrial Fibrillation,MESH:D001281,DB00908,Quinidine
Ventricular Fibrillation,MESH:D014693,DB00908,Quinidine
Brugada Syndrome,MESH:D053840,DB00908,Quinidine
Seizures,MESH:D012640,DB00909,Zonisamide
Epilepsy,MESH:D004827,DB00909,Zonisamide
Hyperparathyroidism,MESH:D006961,DB00910,Paricalcitol
Disease,MESH:D004194,DB00910,Paricalcitol
Diabetes Mellitus,MESH:D003920,DB00912,Repaglinide
Pain,MESH:D010146,DB00913,Anileridine
Diabetes Mellitus,MESH:D003920,DB00914,Phenformin
Signs and Symptoms,MESH:D012816,DB00915,Amantadine
Rosacea,MESH:D012393,DB00916,Metronidazole
Infections,MESH:D007239,DB00916,Metronidazole
Disease,MESH:D004194,DB00916,Metronidazole
Hemorrhage,MESH:D006470,DB00917,Dinoprostone
Death,MESH:D003643,DB00917,Dinoprostone
Disease,MESH:D004194,DB00917,Dinoprostone
Fetal Death,MESH:D005313,DB00917,Dinoprostone
Hydatidiform Mole,MESH:D006828,DB00917,Dinoprostone
Gestational Trophoblastic Disease,MESH:D031901,DB00917,Dinoprostone
Headache,MESH:D006261,DB00918,Almotriptan
Asthma,MESH:D001249,DB00920,Ketotifen
Pain,MESH:D010146,DB00921,Buprenorphine
Heart Failure,MESH:D006333,DB00922,Levosimendan
Disease,MESH:D004194,DB00922,Levosimendan
Infections,MESH:D007239,DB00923,Ceforanide
Pain,MESH:D010146,DB00924,Cyclobenzaprine
Disease,MESH:D004194,DB00924,Cyclobenzaprine
Spasm,MESH:D013035,DB00924,Cyclobenzaprine
Cerebral Palsy,MESH:D002547,DB00924,Cyclobenzaprine
Hypertension,MESH:D006973,DB00925,Phenoxybenzamine
Essential Hypertension,MESH:D000075222,DB00925,Phenoxybenzamine
Hypertrophy,MESH:D006984,DB00925,Phenoxybenzamine
Psoriasis,MESH:D011565,DB00926,Etretinate
Gastroesophageal Reflux,MESH:D005764,DB00927,Famotidine
Recurrence,MESH:D012008,DB00927,Famotidine
Duodenal Ulcer,MESH:D004381,DB00927,Famotidine
Urticaria,MESH:D014581,DB00927,Famotidine
Ulcer,MESH:D014456,DB00927,Famotidine
Disease,MESH:D004194,DB00927,Famotidine
Esophagitis,MESH:D004941,DB00927,Famotidine
Multiple Endocrine Neoplasia,MESH:D009377,DB00927,Famotidine
Heartburn,MESH:D006356,DB00927,Famotidine
Neutropenia,MESH:D009503,DB00928,Azacitidine
Anemia,MESH:D000740,DB00928,Azacitidine
Thrombocytopenia,MESH:D013921,DB00928,Azacitidine
Leukemia,MESH:D007938,DB00928,Azacitidine
C SYNDROME,OMIM:211750,DB00928,Azacitidine
Duodenal Ulcer,MESH:D004381,DB00929,Misoprostol
Osteoarthritis,MESH:D010003,DB00929,Misoprostol
Hemorrhage,MESH:D006470,DB00929,Misoprostol
Arthritis,MESH:D001168,DB00929,Misoprostol
Ulcer,MESH:D014456,DB00929,Misoprostol
Hypercholesterolemia,MESH:D006937,DB00930,Colesevelam
Schizophrenia,MESH:D012559,DB00933,Mesoridazine
Alcoholism,MESH:D000437,DB00933,Mesoridazine
Erythema,MESH:D004890,DB00935,Oxymetazoline
Rosacea,MESH:D012393,DB00935,Oxymetazoline
Blepharoptosis,MESH:D001763,DB00935,Oxymetazoline
Keratosis,MESH:D007642,DB00936,Salicylic acid
Psoriasis,MESH:D011565,DB00936,Salicylic acid
Obesity,MESH:D009765,DB00937,Diethylpropion
Asthma,MESH:D001249,DB00938,Salmeterol
Disease,MESH:D004194,DB00938,Salmeterol
Spasm,MESH:D013035,DB00938,Salmeterol
Pain,MESH:D010146,DB00939,Meclofenamic acid
Osteoarthritis,MESH:D010003,DB00939,Meclofenamic acid
Dysmenorrhea,MESH:D004412,DB00939,Meclofenamic acid
Arthritis,MESH:D001168,DB00939,Meclofenamic acid
Signs and Symptoms,MESH:D012816,DB00939,Meclofenamic acid
Pancreatitis,MESH:D010195,DB00940,Methantheline
Ulcer,MESH:D014456,DB00940,Methantheline
Peptic Ulcer,MESH:D010437,DB00940,Methantheline
Disease,MESH:D004194,DB00940,Methantheline
Irritable Bowel Syndrome,MESH:D043183,DB00940,Methantheline
Fasciculation,MESH:D005207,DB00941,Hexafluronium
Disease,MESH:D004194,DB00942,Cycrimine
HIV Infections,MESH:D015658,DB00943,Zalcitabine
Infections,MESH:D007239,DB00943,Zalcitabine
Glaucoma,MESH:D005901,DB00944,Demecarium
Coma,MESH:D003128,DB00944,Demecarium
Pain,MESH:D010146,DB00945,Acetylsalicylic acid
Inflammation,MESH:D007249,DB00945,Acetylsalicylic acid
Coronary Artery Disease,MESH:D003324,DB00945,Acetylsalicylic acid
Stroke,MESH:D020521,DB00945,Acetylsalicylic acid
Myocardial Infarction,MESH:D009203,DB00945,Acetylsalicylic acid
Cerebral Infarction,MESH:D002544,DB00945,Acetylsalicylic acid
Neuralgia,MESH:D009437,DB00945,Acetylsalicylic acid
Thrombosis,MESH:D013927,DB00945,Acetylsalicylic acid
Death,MESH:D003643,DB00945,Acetylsalicylic acid
Fever,MESH:D005334,DB00945,Acetylsalicylic acid
Photophobia,MESH:D020795,DB00945,Acetylsalicylic acid
Dysmenorrhea,MESH:D004412,DB00945,Acetylsalicylic acid
Arthritis,MESH:D001168,DB00945,Acetylsalicylic acid
Synovitis,MESH:D013585,DB00945,Acetylsalicylic acid
Headache,MESH:D006261,DB00945,Acetylsalicylic acid
Infarction,MESH:D007238,DB00945,Acetylsalicylic acid
Thromboembolism,MESH:D013923,DB00945,Acetylsalicylic acid
Disease,MESH:D004194,DB00945,Acetylsalicylic acid
Myositis,MESH:D009220,DB00945,Acetylsalicylic acid
Burns,MESH:D002056,DB00945,Acetylsalicylic acid
Back Pain,MESH:D001416,DB00945,Acetylsalicylic acid
Embolism,MESH:D004617,DB00945,Acetylsalicylic acid
Stroke,MESH:D020521,DB00946,Phenprocoumon
Atrial Fibrillation,MESH:D001281,DB00946,Phenprocoumon
Thrombosis,MESH:D013927,DB00946,Phenprocoumon
Ischemic Stroke,MESH:D000083242,DB00946,Phenprocoumon
Pulmonary Embolism,MESH:D011655,DB00946,Phenprocoumon
Venous Thrombosis,MESH:D020246,DB00946,Phenprocoumon
Thromboembolism,MESH:D013923,DB00946,Phenprocoumon
Disease,MESH:D004194,DB00946,Phenprocoumon
Embolism,MESH:D004617,DB00946,Phenprocoumon
Disease Progression,MESH:D018450,DB00947,Fulvestrant
Disease,MESH:D004194,DB00947,Fulvestrant
Infections,MESH:D007239,DB00948,Mezlocillin
Epilepsy,MESH:D004827,DB00949,Felbamate
Liver Failure,MESH:D017093,DB00949,Felbamate
Anemia,MESH:D000740,DB00949,Felbamate
Urticaria,MESH:D014581,DB00950,Fexofenadine
Rhinitis,MESH:D012220,DB00950,Fexofenadine
Tuberculosis,MESH:D014376,DB00951,Isoniazid
Headache,MESH:D006261,DB00953,Rizatriptan
Pneumonia,MESH:D011014,DB00954,Dirithromycin
Infections,MESH:D007239,DB00954,Dirithromycin
Bacteremia,MESH:D016470,DB00955,Netilmicin
Infections,MESH:D007239,DB00955,Netilmicin
Respiratory Tract Infections,MESH:D012141,DB00955,Netilmicin
Burns,MESH:D002056,DB00955,Netilmicin
Pain,MESH:D010146,DB00956,Hydrocodone
Rhinitis,MESH:D012220,DB00956,Hydrocodone
Acne Vulgaris,MESH:D000152,DB00957,Norgestimate
Carcinoma,MESH:D002277,DB00958,Carboplatin
Edema,MESH:D004487,DB00959,Methylprednisolone
Alopecia,MESH:D000505,DB00959,Methylprednisolone
Gout,MESH:D006073,DB00959,Methylprednisolone
Osteoarthritis,MESH:D010003,DB00959,Methylprednisolone
Erythema,MESH:D004890,DB00959,Methylprednisolone
Keloid,MESH:D007627,DB00959,Methylprednisolone
Arthritis,MESH:D001168,DB00959,Methylprednisolone
Synovitis,MESH:D013585,DB00959,Methylprednisolone
Alopecia Areata,MESH:D000506,DB00959,Methylprednisolone
Hypertension,MESH:D006973,DB00960,Pindolol
Inflammation,MESH:D007249,DB00963,Bromfenac
Cataract,MESH:D002386,DB00963,Bromfenac
Glaucoma,MESH:D005901,DB00964,Apraclonidine
Coma,MESH:D003128,DB00964,Apraclonidine
Diabetes Mellitus,MESH:D003920,DB00966,Telmisartan
Hypertension,MESH:D006973,DB00966,Telmisartan
Heart Failure,MESH:D006333,DB00966,Telmisartan
Pruritus,MESH:D011537,DB00967,Desloratadine
Urticaria,MESH:D014581,DB00967,Desloratadine
Rhinitis,MESH:D012220,DB00967,Desloratadine
Hypertension,MESH:D006973,DB00968,Methyldopa
Diarrhea,MESH:D003967,DB00969,Alosetron
Irritable Bowel Syndrome,MESH:D043183,DB00969,Alosetron
Wilms Tumor,MESH:D009396,DB00970,Dactinomycin
Rhabdomyosarcoma,MESH:D012208,DB00970,Dactinomycin
Coma,MESH:D003128,DB00970,Dactinomycin
Sarcoma,MESH:D012509,DB00970,Dactinomycin
Seminoma,MESH:D018239,DB00970,Dactinomycin
Dermatitis,MESH:D003872,DB00971,Selenium Sulfide
Rhinitis,MESH:D012220,DB00972,Azelastine
Hypercholesterolemia,MESH:D006937,DB00973,Ezetimibe
Sitosterolemia,MESH:C537345,DB00973,Ezetimibe
Poisoning,MESH:D011041,DB00974,Edetic acid
Lead Poisoning,MESH:D007855,DB00974,Edetic acid
Pneumonia,MESH:D011014,DB00976,Telithromycin
Sinusitis,MESH:D012852,DB00976,Telithromycin
Osteoporosis,MESH:D010024,DB00977,Ethinylestradiol
Pneumonia,MESH:D011014,DB00978,Lomefloxacin
Infections,MESH:D007239,DB00978,Lomefloxacin
Bacterial Infections,MESH:D001424,DB00978,Lomefloxacin
Glaucoma,MESH:D005901,DB00981,Physostigmine
Coma,MESH:D003128,DB00981,Physostigmine
Asthma,MESH:D001249,DB00983,Formoterol
Spasm,MESH:D013035,DB00983,Formoterol
Edema,MESH:D004487,DB00984,Nandrolone phenpropionate
Carcinoma,MESH:D002277,DB00984,Nandrolone phenpropionate
Anemia,MESH:D000740,DB00984,Nandrolone phenpropionate
Angioedema,MESH:D000799,DB00984,Nandrolone phenpropionate
Antithrombin III Deficiency,MESH:D020152,DB00984,Nandrolone phenpropionate
Nausea,MESH:D009325,DB00985,Dimenhydrinate
Vomiting,MESH:D014839,DB00985,Dimenhydrinate
Ulcer,MESH:D014456,DB00986,Glycopyrronium
Peptic Ulcer,MESH:D010437,DB00986,Glycopyrronium
Leukemia,MESH:D007938,DB00987,Cytarabine
Myocardial Infarction,MESH:D009203,DB00988,Dopamine
Shock,MESH:D012769,DB00988,Dopamine
Infarction,MESH:D007238,DB00988,Dopamine
CK SYNDROME,OMIM:300831,DB00988,Dopamine
Dementia,MESH:D003704,DB00989,Rivastigmine
Disease,MESH:D004194,DB00989,Rivastigmine
Disease,MESH:D004194,DB00990,Exemestane
Pain,MESH:D010146,DB00991,Oxaprozin
Inflammation,MESH:D007249,DB00991,Oxaprozin
Osteoarthritis,MESH:D010003,DB00991,Oxaprozin
Arthritis,MESH:D001168,DB00991,Oxaprozin
Arthritis,MESH:D001168,DB00993,Azathioprine
Coma,MESH:D003128,DB00994,Neomycin
Infections,MESH:D007239,DB00994,Neomycin
Tics,MESH:D020323,DB00994,Neomycin
Bacterial Infections,MESH:D001424,DB00994,Neomycin
Arthritis,MESH:D001168,DB00995,Auranofin
Seizures,MESH:D012640,DB00996,Gabapentin
Pain,MESH:D010146,DB00996,Gabapentin
Neuralgia,MESH:D009437,DB00996,Gabapentin
Carcinoma,MESH:D002277,DB00997,Doxorubicin
Neuroblastoma,MESH:D009447,DB00997,Doxorubicin
