pathway_id,ko_id,kegg_gene,uniprot_id
map02024,K20265,eco:b1492,P63235
map00540,K00677,eco:b0181,P0A722
map00540,K00748,eco:b0182,P10441
map00540,K00912,eco:b0915,P27300
map00540,K02517,eco:b1054,P0ACV0
map00540,K02527,eco:b3633,P0AC75
map00540,K02535,eco:b0096,P0A725
map00540,K02536,eco:b0179,P21645
map00540,K02560,eco:b1855,P24205
map00540,K02840,eco:b3628,P27127
map00540,K02841,eco:b3621,P24173
map00540,K02843,eco:b3620,P37692
map00540,K02844,eco:b3631,P25740
map00540,K02847,eco:b3622,P27243
map00540,K02848,eco:b3630,P25741
map00540,K02849,eco:b3632,P25742
map00540,K02850,eco:b3625,P27240
map00540,K03269,eco:b0524,P43341
map00540,K03275,eco:b3627,P27128
map00540,K03276,eco:b3626,P27129
map00540,K03277,eco:b3623,P27242
map00540,K03760,eco:b4114,P30845
map00540,K07264,eco:b2257,P76473
map00540,K12973,eco:b0622,P37001
map00540,K12974,eco:b2378,P0ACV2
map00540,K12975,eco:b3546,P37661
map00540,K12981,eco:b3624,P27241
map00540,K12986,eco:b3629,P27126
map00540,K19353,eco:b3955,P0CB39
map00540,K19354,eco:b3615,P11290
map00540,K19803,eco:b2174,P76445
map03008,K03685,eco:b2567,P0A7Y0
map03008,K13288,eco:b4162,P0A784
map00410,K00137,eco:b1444,P77674
map00410,K00276,eco:b1386,P46883
map00410,K00823,eco:b1302,P50457
map00410,K01464,eco:b2873,Q46806
map00410,K01579,eco:b0131,P0A790
map00410,K01580,eco:b1493,P69910
map00410,K01580,eco:b3517,P69908
map00410,K01692,eco:b1393,P76082
map00410,K01782,eco:b2341,P77399
map00410,K01825,eco:b3846,P21177
map00410,K01918,eco:b0133,P31663
map00410,K07250,eco:b2662,P22256
map00410,K17722,eco:b2146,P76440
map00410,K17723,eco:b2147,P25889
map00750,K00097,eco:b0052,P19624
map00750,K00275,eco:b1638,P0AFI7
map00750,K00831,eco:b0907,P23721
map00750,K00868,eco:b1636,P77150
map00750,K00868,eco:b2418,P40191
map00750,K01733,eco:b0004,P00934
map00750,K03472,eco:b2927,P0A9B6
map00750,K03473,eco:b2320,P05459
map00750,K03474,eco:b2564,P0A794
map00750,K05275,eco:b1406,P25906
map03020,K03040,eco:b3295,P0A7Z4
map03020,K03043,eco:b3987,P0A8V2
map03020,K03046,eco:b3988,P0A8T7
map03020,K03060,eco:b3649,P0A800
map00999,K00014,eco:b3281,P15770
map00999,K00789,eco:b2942,P0A817
map00999,K05349,eco:b2132,P33363
map00630,K00024,eco:b3236,P61889
map00630,K00042,eco:b0509,P77161
map00630,K00042,eco:b3125,P0ABQ2
map00630,K00048,eco:b2799,P0A9S1
map00630,K00090,eco:b3553,P37666
map00630,K00104,eco:b2979,P0AEP9
map00630,K00123,eco:b3894,P32176
map00630,K00124,eco:b3893,P0AAJ5
map00630,K00127,eco:b3892,P0AEL0
map00630,K00281,eco:b2903,P33195
map00630,K00382,eco:b0116,P0A9P0
map00630,K00600,eco:b2551,P0A825
map00630,K00605,eco:b2905,P27248
map00630,K00626,eco:b2224,P76461
map00630,K00626,eco:b2844,Q46939
map00630,K00865,eco:b0514,P77364
map00630,K00865,eco:b3124,P23524
map00630,K01091,eco:b3385,P32662
map00630,K01433,eco:b1232,P37051
map00630,K01577,eco:b2373,P0AFI0
map00630,K01608,eco:b0507,P0AEP7
map00630,K01625,eco:b1850,P0A955
map00630,K01637,eco:b4015,P0A9G6
map00630,K01638,eco:b2976,P37330
map00630,K01638,eco:b4014,P08997
map00630,K01647,eco:b0720,P0ABH7
map00630,K01659,eco:b0333,P31660
map00630,K01682,eco:b0118,P36683
map00630,K01816,eco:b0508,P30147
map00630,K01847,eco:b2917,P27253
map00630,K01895,eco:b4069,P27550
map00630,K01915,eco:b3870,P0A9C5
map00630,K02437,eco:b2904,P0A6T9
map00630,K03779,eco:b3061,P05847
map00630,K03780,eco:b3062,P0AC35
map00630,K03781,eco:b1732,P21179
map00630,K07246,eco:b1800,P76251
map00630,K07248,eco:b1415,P25553
map00630,K07749,eco:b2374,P69902
map00630,K11472,eco:b4468,P52073
map00630,K11473,eco:b4467,P52074
map00630,K12972,eco:b1033,P75913
map00630,K27802,eco:b1276,P25516
map04981,K00287,eco:b0048,P0ABQ4
map04981,K00547,eco:b0261,Q47690
map04981,K00548,eco:b4019,P13009
map04981,K00560,eco:b2827,P0A884
map04981,K00600,eco:b2551,P0A825
map04981,K01934,eco:b2912,P0AC28
map00380,K00382,eco:b0116,P0A9P0
map00380,K00626,eco:b2224,P76461
map00380,K00626,eco:b2844,Q46939
map00380,K00658,eco:b0727,P0AFG6
map00380,K01667,eco:b3708,P0A853
map00380,K01692,eco:b1393,P76082
map00380,K01782,eco:b2341,P77399
map00380,K01825,eco:b3846,P21177
map00380,K03781,eco:b1732,P21179
map00380,K03782,eco:b3942,P13029
map00130,K00568,eco:b2232,P17993
map00130,K01661,eco:b2262,P0ABU0
map00130,K01911,eco:b2260,P37353
map00130,K02361,eco:b0593,P0AEJ2
map00130,K02548,eco:b3930,P32166
map00130,K02549,eco:b2261,P29208
map00130,K02551,eco:b2264,P17109
map00130,K02552,eco:b2265,P38051
map00130,K03179,eco:b4040,P0AGK1
map00130,K03181,eco:b4039,P26602
map00130,K03182,eco:b3843,P0AAB4
map00130,K03183,eco:b3833,P0A887
map00130,K03184,eco:b0662,P75728
map00130,K03185,eco:b2907,P25534
map00130,K03186,eco:b2311,P0AG03
map00130,K03809,eco:b1004,P0A8G6
map00130,K08680,eco:b2263,P37355
map00130,K18800,eco:b2906,P25535
map00130,K19222,eco:b1686,P77781
map00130,K19267,eco:b4211,P39315
map00130,K24843,eco:b3157,P64599
map00130,K24844,eco:b3158,P45527
map00130,K24845,eco:b3159,P45475
map01053,K00216,eco:b0596,P15047
map01053,K01252,eco:b0595,P0ADI4
map01053,K02361,eco:b0593,P0AEJ2
map01053,K02362,eco:b0583,P19925
map01053,K02363,eco:b0594,P10378
map01053,K02364,eco:b0586,P11454
map01053,K02552,eco:b2265,P38051
map01053,K24147,eco:b0597,P0A8Y8
map00565,K01058,eco:b3821,P0A921
map00592,K00632,eco:b2342,P76503
map00592,K00632,eco:b3845,P21151
map00592,K01058,eco:b3821,P0A921
map00310,K00135,eco:b2661,P25526
map00310,K00137,eco:b1444,P77674
map00310,K00382,eco:b0116,P0A9P0
map00310,K00626,eco:b2224,P76461
map00310,K00626,eco:b2844,Q46939
map00310,K00658,eco:b0727,P0AFG6
map00310,K01034,eco:b2221,P76458
map00310,K01035,eco:b2222,P76459
map00310,K01582,eco:b0186,P52095
map00310,K01582,eco:b4131,P0A9H3
map00310,K01692,eco:b1393,P76082
map00310,K01782,eco:b2341,P77399
map00310,K01825,eco:b3846,P21177
map00310,K07250,eco:b2662,P22256
map00310,K09251,eco:b3073,P42588
map00310,K15736,eco:b2660,P37339
map00310,K15737,eco:b2659,P76621
map00310,K25316,eco:b2840,P03813
map00310,K25986,eco:b1423,P76097
map00310,K26063,eco:b1687,P77748
map00280,K00382,eco:b0116,P0A9P0
map00280,K00626,eco:b2224,P76461
map00280,K00626,eco:b2844,Q46939
map00280,K00632,eco:b2342,P76503
map00280,K00632,eco:b3845,P21151
map00280,K00826,eco:b3770,P0AB80
map00280,K01692,eco:b1393,P76082
map00280,K01782,eco:b2341,P77399
map00280,K01825,eco:b3846,P21177
map00280,K01847,eco:b2917,P27253
map00280,K07250,eco:b2662,P22256
map00071,K00121,eco:b0356,P25437
map00071,K00529,eco:b2542,P77650
map00071,K00626,eco:b2224,P76461
map00071,K00626,eco:b2844,Q46939
map00071,K00632,eco:b2342,P76503
map00071,K00632,eco:b3845,P21151
map00071,K01692,eco:b1393,P76082
map00071,K01782,eco:b2341,P77399
map00071,K01825,eco:b3846,P21177
map00071,K01897,eco:b1805,P69451
map00071,K04072,eco:b1241,P0A9Q7
map00071,K05939,eco:b2836,P31119
map00071,K06445,eco:b0221,Q47146
map00071,K13953,eco:b1478,P39451
map00071,K13954,eco:b3589,P37686
map00625,K00121,eco:b0356,P25437
map00625,K04072,eco:b1241,P0A9Q7
map00625,K13953,eco:b1478,P39451
map00625,K13954,eco:b3589,P37686
map00626,K00121,eco:b0356,P25437
map00626,K04072,eco:b1241,P0A9Q7
map00626,K13953,eco:b1478,P39451
map00626,K13954,eco:b3589,P37686
map01220,K00121,eco:b0356,P25437
map01220,K00529,eco:b2542,P77650
map01220,K01666,eco:b0352,P51020
map01220,K01821,eco:b1461,P31992
map01220,K02554,eco:b0350,P77608
map01220,K03186,eco:b2311,P0AG03
map01220,K04072,eco:b1241,P0A9Q7
map01220,K04073,eco:b0351,P77580
map01220,K05708,eco:b2538,P0ABR5
map01220,K05709,eco:b2539,Q47140
map01220,K05710,eco:b2540,P0ABW0
map01220,K05711,eco:b2541,P0CI31
map01220,K05712,eco:b0347,P77397
map01220,K05713,eco:b0348,P0ABR9
map01220,K05714,eco:b0349,P77044
map01220,K13953,eco:b1478,P39451
map01220,K13954,eco:b3589,P37686
map00362,K00074,eco:b1395,P76083
map00362,K00529,eco:b2542,P77650
map00362,K00626,eco:b2224,P76461
map00362,K00626,eco:b2844,Q46939
map00362,K00632,eco:b2342,P76503
map00362,K00632,eco:b3845,P21151
map00362,K01666,eco:b0352,P51020
map00362,K01692,eco:b1393,P76082
map00362,K01782,eco:b2341,P77399
map00362,K01821,eco:b1461,P31992
map00362,K01825,eco:b3846,P21177
map00362,K02554,eco:b0350,P77608
map00362,K04073,eco:b0351,P77580
map00362,K04755,eco:b2525,P0A9R4
map00566,K00024,eco:b3236,P61889
map00566,K01671,eco:b3881,P32141
map00566,K08318,eco:b3882,P0A9V8
map00566,K15922,eco:b3878,P32138
map00566,K18478,eco:b3883,P32143
map00566,K18479,eco:b3880,P32140
map00566,K28636,eco:b3879,P32139
map01320,K00380,eco:b2764,P38038
map01320,K00381,eco:b2763,P17846
map01320,K00390,eco:b2762,P17854
map01320,K00860,eco:b2750,P0A6J1
map01320,K00956,eco:b2751,P23845
map01320,K00957,eco:b2752,P21156
map01320,K01738,eco:b2414,P0ABK5
map00542,K02851,eco:b3784,P0AC78
map00542,K23072,eco:b2034,P37749
map00542,K23073,eco:b2032,P37751
map00543,K00640,eco:b3607,P0A9D4
map00543,K02851,eco:b3784,P0AC78
map00543,K02852,eco:b3794,P27836
map00543,K03208,eco:b2050,P32057
map00543,K03606,eco:b2047,P71241
map00543,K03818,eco:b2054,P0ACD2
map00543,K03819,eco:b2058,P0ACC9
map00543,K11936,eco:b1022,P75905
map00543,K11937,eco:b1021,P69432
map00543,K12582,eco:b4481,P56258
map00543,K13683,eco:b2055,P71239
map00543,K13684,eco:b2057,P71237
map00543,K16703,eco:b2044,P71243
map00543,K16710,eco:b2045,P71242
map00543,K25875,eco:b2059,P77414
map00552,K02851,eco:b3784,P0AC78
map00552,K06153,eco:b3057,P60932
map00552,K19302,eco:b0841,P75806
map00633,K06281,eco:b0973,P0ACD8
map00633,K06281,eco:b2994,P0ACE0
map00633,K06282,eco:b0972,P69739
map00633,K06282,eco:b2997,P69741
map00633,K10678,eco:b0851,P17117
map00633,K10679,eco:b0578,P38489
map00633,K10680,eco:b1650,P77258
map01100,K00001,mtu:Rv1530,P9WQC3
map01100,K00003,mtu:Rv1294,P9WPX1
map01100,K00012,mtu:Rv0322,O07248
map01100,K00013,mtu:Rv1599,P9WNW9
map01100,K00020,mtu:Rv0751c,P9WNY5
map01100,K00024,mtu:Rv1240,P9WK13
map01100,K00031,mtu:Rv0066c,O53611
map01100,K00031,mtu:Rv3339c,P9WKL1
map01100,K00033,mtu:Rv1122,O06574
map01100,K00033,mtu:Rv1844c,Q79FJ2
map01100,K00036,mtu:Rv1121,P9WN71
map01100,K00036,mtu:Rv1447c,P9WN73
map01100,K00038,mtu:Rv2002,P9WGT1
map01100,K00052,mtu:Rv2995c,P9WKK9
map01100,K00053,mtu:Rv3001c,P9WKJ7
map01100,K00057,mtu:Rv0564c,P9WN75
map01100,K00057,mtu:Rv2982c,P9WN77
map01100,K00058,mtu:Rv0728c,I6WZ71
map01100,K00058,mtu:Rv2996c,P9WNX3
map01100,K00059,mtu:Rv0242c,I6Y778
map01100,K00059,mtu:Rv1350,P9WGR9
map01100,K00067,mtu:Rv3266c,P9WH09
map01100,K00074,mtu:Rv0468,P9WNP7
map01100,K00074,mtu:Rv1715,L7N688
map01100,K00075,mtu:Rv0482,P9WJL9
map01100,K00077,mtu:Rv2573,P9WIL1
map01100,K00088,mtu:Rv3410c,P9WKI5
map01100,K00088,mtu:Rv3411c,P9WKI7
map01100,K00099,mtu:Rv2870c,P9WNS1
map01100,K00101,mtu:Rv1872c,P9WND5
map01100,K00104,mtu:Rv1257c,Q11061
map01100,K00111,mtu:Rv2249c,P9WN81
map01100,K00111,mtu:Rv3302c,P9WN79
map01100,K00116,mtu:Rv2852c,P9WJP5
map01100,K00121,mtu:Rv0761c,P9WQC7
map01100,K00128,mtu:Rv0147,P96824
map01100,K00128,mtu:Rv0223c,I6X8S7
map01100,K00128,mtu:Rv0768,I6X9R9
map01100,K00133,mtu:Rv3708c,P9WNX5
map01100,K00134,mtu:Rv1436,P9WN83
map01100,K00135,mtu:Rv0234c,P9WNX9
map01100,K00135,mtu:Rv1731,P9WNX7
map01100,K00138,mtu:Rv0458,P9WNY1
map01100,K00140,mtu:Rv0753c,O53816
map01100,K00145,mtu:Rv1652,P9WPZ9
map01100,K00147,mtu:Rv2427c,P9WHV1
map01100,K00163,mtu:Rv2241,P9WIS9
map01100,K00166,mtu:Rv2497c,P9WIS3
map01100,K00167,mtu:Rv2496c,P9WIS1
map01100,K00174,mtu:Rv2455c,O53182
map01100,K00175,mtu:Rv2454c,O53181
map01100,K00215,mtu:Rv2773c,P9WP23
map01100,K00231,mtu:Rv2677c,P9WMP1
map01100,K00239,mtu:Rv0248c,O53670
map01100,K00239,mtu:Rv3318,O53370
map01100,K00240,mtu:Rv0247c,O53669
map01100,K00240,mtu:Rv3319,O53371
map01100,K00241,mtu:Rv3316,O53368
map01100,K00242,mtu:Rv3317,O53369
map01100,K00244,mtu:Rv1552,P9WN91
map01100,K00245,mtu:Rv1553,P9WN89
map01100,K00246,mtu:Rv1554,P9WNB7
map01100,K00247,mtu:Rv1555,P9WNB5
map01100,K00249,mtu:Rv0131c,P96808
map01100,K00249,mtu:Rv0154c,P96831
map01100,K00249,mtu:Rv0231,P96414
map01100,K00249,mtu:Rv0975c,O86319
map01100,K00249,mtu:Rv3140,P95186
map01100,K00252,mtu:Rv0400c,P95208
map01100,K00254,mtu:Rv2139,P9WHL1
map01100,K00255,mtu:Rv2724c,O33229
map01100,K00259,mtu:Rv2780,P9WQB1
map01100,K00265,mtu:Rv3859c,P96218
map01100,K00266,mtu:Rv3858c,P9WN19
map01100,K00273,mtu:Rv1905c,P9WP27
map01100,K00274,mtu:Rv3170,P9WQ15
map01100,K00275,mtu:Rv2607,P9WIJ1
map01100,K00278,mtu:Rv1595,P9WJJ9
map01100,K00281,mtu:Rv1832,P9WN53
map01100,K00286,mtu:Rv0500,P9WHU7
map01100,K00287,mtu:Rv2763c,P9WNX1
map01100,K00294,mtu:Rv1187,O50443
map01100,K00318,mtu:Rv1188,O50444
map01100,K00322,mtu:Rv2713,P9WHH5
map01100,K00324,mtu:Rv0155,P96832
map01100,K00324,mtu:Rv0156,P96833
map01100,K00325,mtu:Rv0157,P96834
map01100,K00330,mtu:Rv3145,P9WIW7
map01100,K00331,mtu:Rv3146,P9WJH1
map01100,K00332,mtu:Rv3147,P9WJH3
map01100,K00333,mtu:Rv3148,P9WJH5
map01100,K00334,mtu:Rv3149,P9WIV5
map01100,K00335,mtu:Rv3150,P9WIV7
map01100,K00336,mtu:Rv3151,P9WIV9
map01100,K00337,mtu:Rv3152,P9WIX1
map01100,K00338,mtu:Rv3153,P9WJG9
map01100,K00339,mtu:Rv3154,P95172
map01100,K00340,mtu:Rv3155,P9WIX3
map01100,K00341,mtu:Rv3156,P9WIW1
map01100,K00342,mtu:Rv3157,P9WIW5
map01100,K00343,mtu:Rv3158,P9WIW9
map01100,K00362,mtu:Rv0252,O53674
map01100,K00363,mtu:Rv0253,O53675
map01100,K00370,mtu:Rv1161,P9WJQ3
map01100,K00370,mtu:Rv1736c,P9WJQ1
map01100,K00371,mtu:Rv1162,O06560
map01100,K00374,mtu:Rv1164,O06562
map01100,K00382,mtu:Rv0462,P9WHH9
map01100,K00390,mtu:Rv2392,P9WIK3
map01100,K00392,mtu:Rv2391,P9WJ03
map01100,K00425,mtu:Rv1623c,L7N662
map01100,K00426,mtu:Rv1622c,O06139
map01100,K00435,mtu:Rv2676c,P9WL45
map01100,K00459,mtu:Rv0021c,P71591
map01100,K00459,mtu:Rv2781c,I6X5C5
map01100,K00525,mtu:Rv0570,P9WH77
map01100,K00525,mtu:Rv3051c,P9WH75
map01100,K00526,mtu:Rv0233,P9WH69
map01100,K00526,mtu:Rv1981c,P9WH73
map01100,K00526,mtu:Rv3048c,P9WH71
map01100,K00529,mtu:Rv1869c,P95146
map01100,K00547,mtu:Rv2458,O53185
map01100,K00548,mtu:Rv2124c,O33259
map01100,K00549,mtu:Rv1133c,P9WK07
map01100,K00560,mtu:Rv2764c,P9WFR9
map01100,K00595,mtu:Rv2072c,P9WGA9
map01100,K00600,mtu:Rv0070c,P9WGI7
map01100,K00600,mtu:Rv1093,P9WGI9
map01100,K00602,mtu:Rv0957,P9WHM7
map01100,K00604,mtu:Rv1406,P9WND3
map01100,K00605,mtu:Rv2211c,P9WN51
map01100,K00606,mtu:Rv2225,P9WIL7
map01100,K00609,mtu:Rv1380,P9WIT7
map01100,K00611,mtu:Rv1656,P9WIT9
map01100,K00615,mtu:Rv1449c,P9WG25
map01100,K00616,mtu:Rv1448c,P9WG33
map01100,K00619,mtu:Rv2747,O33289
map01100,K00620,mtu:Rv1653,P9WPZ3
map01100,K00622,mtu:Rv3566c,P9WJI5
map01100,K00626,mtu:Rv0243,O86361
map01100,K00626,mtu:Rv0859,O53871
map01100,K00626,mtu:Rv0914c,I6XWJ8
map01100,K00626,mtu:Rv1074c,O53422
map01100,K00626,mtu:Rv1323,P9WG69
map01100,K00626,mtu:Rv1867,P95148
map01100,K00626,mtu:Rv3523,I6YGD8
map01100,K00627,mtu:Rv2215,P9WIS7
map01100,K00631,mtu:Rv1551,P9WI59
map01100,K00631,mtu:Rv2482c,P9WI61
map01100,K00632,mtu:Rv2790c,O33332
map01100,K00632,mtu:Rv3546,I6XHI4
map01100,K00632,mtu:Rv3556c,I6XHJ3
map01100,K00635,mtu:Rv0221,P9WKB7
map01100,K00635,mtu:Rv0895,P9WKA3
map01100,K00635,mtu:Rv1425,P9WKC1
map01100,K00635,mtu:Rv1760,P9WKB9
map01100,K00635,mtu:Rv2285,P9WKB5
map01100,K00635,mtu:Rv2484c,P9WKB3
map01100,K00635,mtu:Rv3087,P9WKB1
map01100,K00635,mtu:Rv3088,P9WKC3
map01100,K00635,mtu:Rv3130c,P9WKC9
map01100,K00635,mtu:Rv3234c,P9WKC5
map01100,K00635,mtu:Rv3371,P9WKA9
map01100,K00635,mtu:Rv3480c,P9WKA7
map01100,K00635,mtu:Rv3734c,P9WKC7
map01100,K00635,mtu:Rv3740c,P9WKA5
map01100,K00640,mtu:Rv2335,P95231
map01100,K00641,mtu:Rv3341,P9WJY9
map01100,K00645,mtu:Rv0649,Q79FX5
map01100,K00645,mtu:Rv2243,P9WNG5
map01100,K00652,mtu:Rv0032,P9WQ85
map01100,K00652,mtu:Rv1569,P9WQ87
map01100,K00655,mtu:Rv2182c,O53516
map01100,K00674,mtu:Rv1201c,P9WP21
map01100,K00681,mtu:Rv0773c,I6X9S5
map01100,K00681,mtu:Rv2394,P71750
map01100,K00688,mtu:Rv1328,P9WMW1
map01100,K00697,mtu:Rv3490,P9WN11
map01100,K00700,mtu:Rv1326c,P9WN45
map01100,K00705,mtu:Rv1781c,P9WK23
map01100,K00728,mtu:Rv1002c,P9WN05
map01100,K00758,mtu:Rv3314c,P9WFS1
map01100,K00759,mtu:Rv2584c,P9WQ07
map01100,K00760,mtu:Rv3624c,P9WHQ9
map01100,K00761,mtu:Rv3309c,P9WFF3
map01100,K00762,mtu:Rv0382c,P9WHK9
map01100,K00763,mtu:Rv0573c,P9WJI7
map01100,K00763,mtu:Rv1330c,P9WJI9
map01100,K00764,mtu:Rv0808,P9WHQ7
map01100,K00765,mtu:Rv2121c,P9WMN1
map01100,K00766,mtu:Rv2192c,P9WFX5
map01100,K00767,mtu:Rv1596,P9WJJ7
map01100,K00768,mtu:Rv2207,P9WP85
map01100,K00772,mtu:Rv0535,O06401
map01100,K00788,mtu:Rv0414c,P9WG75
map01100,K00789,mtu:Rv1392,P9WGV1
map01100,K00790,mtu:Rv1315,P9WJM1
map01100,K00791,mtu:Rv2727c,P9WJW1
map01100,K00793,mtu:Rv1412,P9WK35
map01100,K00794,mtu:Rv1416,P9WHE9
map01100,K00796,mtu:Rv1207,P9WNC9
map01100,K00796,mtu:Rv3608c,P9WND1
map01100,K00797,mtu:Rv2601,P9WGE5
map01100,K00798,mtu:Rv1314c,P9WP99
map01100,K00800,mtu:Rv3227,P9WPY5
map01100,K00803,mtu:Rv2251,L0TBR2
map01100,K00803,mtu:Rv3107c,O05784
map01100,K00817,mtu:Rv1600,P9WML7
map01100,K00817,mtu:Rv2231c,P9WQ89
map01100,K00817,mtu:Rv3772,P9WML5
map01100,K00820,mtu:Rv3436c,P9WN49
map01100,K00821,mtu:Rv1655,P9WPZ7
map01100,K00826,mtu:Rv2210c,P9WQ75
map01100,K00831,mtu:Rv0884c,P9WQ73
map01100,K00833,mtu:Rv1568,P9WQ81
map01100,K00849,mtu:Rv0620,P9WN63
map01100,K00852,mtu:Rv2436,P71913
map01100,K00854,mtu:Rv0729,I6Y4K0
map01100,K00856,mtu:Rv2202c,P9WID5
map01100,K00858,mtu:Rv1695,P9WHV7
map01100,K00859,mtu:Rv1631,P9WPA3
map01100,K00864,mtu:Rv3696c,P9WPK1
map01100,K00865,mtu:Rv2205c,P9WMT7
map01100,K00867,mtu:Rv1092c,P9WPA7
map01100,K00872,mtu:Rv1296,P9WKE7
map01100,K00873,mtu:Rv1617,P9WKE5
map01100,K00886,mtu:Rv2702,P9WIN1
map01100,K00891,mtu:Rv2539c,P9WPY3
map01100,K00919,mtu:Rv1011,P9WKG7
map01100,K00925,mtu:Rv0409,P9WQH1
map01100,K00927,mtu:Rv1437,P9WID1
map01100,K00928,mtu:Rv3709c,P9WPX3
map01100,K00930,mtu:Rv1654,P9WQ01
map01100,K00931,mtu:Rv2439c,P9WHU9
map01100,K00939,mtu:Rv0733,P9WKF5
map01100,K00940,mtu:Rv2445c,P9WJH7
map01100,K00941,mtu:Rv0422c,P9WG77
map01100,K00942,mtu:Rv1389,P9WKE9
map01100,K00943,mtu:Rv3247c,P9WKE1
map01100,K00945,mtu:Rv1712,P9WPA9
map01100,K00946,mtu:Rv2977c,P9WG71
map01100,K00948,mtu:Rv1017c,P9WKE3
map01100,K00950,mtu:Rv3606c,P9WNC7
map01100,K00954,mtu:Rv2965c,P9WPA5
map01100,K00955,mtu:Rv1286,P9WNM5
map01100,K00957,mtu:Rv1285,P9WIK1
map01100,K00963,mtu:Rv0993,O05576
map01100,K00966,mtu:Rv3264c,L7N6A5
map01100,K00969,mtu:Rv2421c,P9WJJ5
map01100,K00973,mtu:Rv0334,P9WH13
map01100,K00975,mtu:Rv1213,P9WN43
map01100,K00981,mtu:Rv2881c,P9WPF7
map01100,K00991,mtu:Rv3582c,P9WKG9
map01100,K00995,mtu:Rv2746c,P9WPG3
map01100,K00997,mtu:Rv2523c,P9WQD3
map01100,K01000,mtu:Rv2156c,P9WMW7
map01100,K01006,mtu:Rv1127c,O06579
map01100,K01011,mtu:Rv0815c,P9WHF9
map01100,K01011,mtu:Rv2291,P9WHF5
map01100,K01011,mtu:Rv3117,P9WHF9
map01100,K01011,mtu:Rv3283,P9WHF7
map01100,K01012,mtu:Rv1589,P9WPQ7
map01100,K01028,mtu:Rv2504c,P9WPW5
map01100,K01029,mtu:Rv2503c,P9WPW3
map01100,K01046,mtu:Rv3097c,I6Y2J4
map01100,K01054,mtu:Rv0183,O07427
map01100,K01057,mtu:Rv1445c,P9WQP5
map01100,K01061,mtu:Rv2054,O86353
map01100,K01061,mtu:Rv2765,I6XF92
map01100,K01069,mtu:Rv2581c,P9WMW3
map01100,K01079,mtu:Rv3042c,O53289
map01100,K01082,mtu:Rv2131c,P9WKJ1
map01100,K01087,mtu:Rv3372,P9WFZ5
map01100,K01092,mtu:Rv1604,O53907
map01100,K01092,mtu:Rv2701c,P9WKI9
map01100,K01114,mtu:Rv2349c,P9WIB1
map01100,K01114,mtu:Rv2350c,P9WIB3
map01100,K01114,mtu:Rv2351c,P9WIB5
map01100,K01129,mtu:Rv2344c,P9WNY7
map01100,K01139,mtu:Rv2583c,P9WHG9
map01100,K01179,mtu:Rv0062,Q79G13
map01100,K01187,mtu:Rv2471,O53198
map01100,K01194,mtu:Rv2006,P9WN15
map01100,K01207,mtu:Rv0237,L7N6B0
map01100,K01214,mtu:Rv1564c,P9WQ25
map01100,K01236,mtu:Rv1562c,P9WQ23
map01100,K01239,mtu:Rv3393,O50418
map01100,K01243,mtu:Rv0091,P9WJM3
map01100,K01251,mtu:Rv3248c,P9WGV3
map01100,K01255,mtu:Rv2213,P9WHT3
map01100,K01256,mtu:Rv2467,L7N655
map01100,K01259,mtu:Rv0840c,I6Y8X0
map01100,K01424,mtu:Rv1538c,P9WPX5
map01100,K01426,mtu:Rv1263,P9WQ97
map01100,K01426,mtu:Rv2363,P9WQ99
map01100,K01426,mtu:Rv2888c,P9WQ95
map01100,K01426,mtu:Rv3175,O53325
map01100,K01426,mtu:Rv3375,P9WQ93
map01100,K01428,mtu:Rv1850,P9WFF1
map01100,K01429,mtu:Rv1849,P9WFE9
map01100,K01430,mtu:Rv1848,P9WFE7
map01100,K01433,mtu:Rv2964,P9WHM3
map01100,K01439,mtu:Rv1202,P9WHS9
map01100,K01443,mtu:Rv3332,O53382
map01100,K01465,mtu:Rv1381,P9WHL3
map01100,K01469,mtu:Rv0266c,P95223
map01100,K01478,mtu:Rv1001,P9WQ05
map01100,K01488,mtu:Rv3313c,P63907
map01100,K01489,mtu:Rv3315c,P9WPH3
map01100,K01491,mtu:Rv3356c,P9WG81
map01100,K01494,mtu:Rv0321,P9WP17
map01100,K01495,mtu:Rv3609c,P9WN57
map01100,K01496,mtu:Rv1606,P9WMM7
map01100,K01512,mtu:Rv2922A,P9WQC9
map01100,K01519,mtu:Rv1341,P9WMR7
map01100,K01520,mtu:Rv2697c,P9WNS5
map01100,K01523,mtu:Rv2122c,P9WMM9
map01100,K01524,mtu:Rv0496,P9WHV5
map01100,K01524,mtu:Rv1026,P96374
map01100,K01563,mtu:Rv1833c,P9WMS1
map01100,K01563,mtu:Rv2296,P9WMS3
map01100,K01563,mtu:Rv2579,P9WMR9
map01100,K01577,mtu:Rv0118c,O53639
map01100,K01579,mtu:Rv3601c,P9WIL3
map01100,K01580,mtu:Rv3432c,I6YG46
map01100,K01586,mtu:Rv1293,P9WIU7
map01100,K01588,mtu:Rv3275c,P9WHM1
map01100,K01589,mtu:Rv3276c,P9WHL9
map01100,K01591,mtu:Rv1385,P9WIU3
map01100,K01596,mtu:Rv0211,P9WIH3
map01100,K01599,mtu:Rv2678c,P9WFE1
map01100,K01607,mtu:Rv0771,I6Y4S7
map01100,K01609,mtu:Rv1611,P9WFX7
map01100,K01613,mtu:Rv0437c,P9WHQ5
map01100,K01616,mtu:Rv1248c,P9WIS5
map01100,K01619,mtu:Rv0478,P9WP03
